STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3815;19520201;-999;-999;-999;    5;   0.5;   8;    0.000;   0;   8.0;   5.9;  975.60;    0.6;   91.00;    2.5;    0.0;   -1.0;eor
       3815;19520202;-999;-999;-999;    5;   0.2;   8;    0.600;   0;   5.0;   5.9;  986.40;    0.9;   91.00;    1.8;   -1.2;   -2.5;eor
       3815;19520203;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   7.7;   5.9;  988.70;    1.2;   89.00;    2.1;    0.0;   -1.0;eor
       3815;19520204;-999;-999;-999;    5;   0.3;   1;    0.300;   0;   6.7;   5.7; 1004.00;    0.8;   89.00;    2.6;   -0.8;   -3.0;eor
       3815;19520205;-999;-999;-999;    5;   0.0;   0;    5.100;   0;   6.0;   5.6; 1019.90;    1.5;   82.00;    4.2;   -0.6;   -1.8;eor
       3815;19520206;-999;-999;-999;    5;   0.9;   1;    0.000;   0;   8.0;   6.8; 1016.80;    2.6;   94.00;    3.5;    0.3;   -0.7;eor
       3815;19520207;-999;-999;-999;    5;   3.9;   1;    0.000;   0;   8.0;   7.3; 1001.20;    4.1;   88.00;    5.2;    2.8;    2.0;eor
       3815;19520208;-999;-999;-999;    5;   1.4;   8;    2.500;   0;   3.3;   5.5;  989.00;    1.9;   76.00;    5.1;    0.7;   -0.8;eor
       3815;19520209;-999;-999;-999;    5;   1.0;   8;    4.700;   1;   5.3;   5.2;  993.80;    0.4;   82.00;    3.0;   -1.2;   -2.8;eor
       3815;19520210;-999;-999;-999;    5;   9.8;   8;    0.000;   0;   7.7;   5.5;  992.30;   -0.8;   94.00;    1.0;   -1.5;   -2.9;eor
       3815;19520211;-999;-999;-999;    5;   0.0;   1;    0.200;   1;   5.3;   5.1;  984.30;   -0.6;   81.00;    1.9;   -2.2;   -1.8;eor
       3815;19520212;-999;-999;-999;    5;   0.2;   7;    6.200;   1;   2.0;   4.7;  994.00;   -1.5;   85.00;    3.0;   -4.5;   -7.2;eor
       3815;19520213;-999;-999;-999;    5;   0.1;   7;    4.100;   1;   6.3;   5.2;  997.80;   -0.4;   88.00;    2.0;   -3.8;   -6.5;eor
       3815;19520214;-999;-999;-999;    5;   0.0;   1;    0.300;   1;   5.3;   4.7;  996.20;   -1.8;   84.00;    0.2;   -3.2;   -3.8;eor
       3815;19520215;-999;-999;-999;    5;   0.0;   0;    7.300;   1;   2.0;   4.0; 1005.60;   -2.3;   78.00;    1.6;   -4.6;   -6.5;eor
       3815;19520216;-999;-999;-999;    5;   0.0;   1;    5.500;   0;   4.7;   3.9; 1010.60;   -1.4;   75.00;    2.8;   -9.0;  -10.8;eor
       3815;19520217;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   7.3;   5.7; 1008.00;    0.6;   90.00;    2.6;   -0.4;   -1.0;eor
       3815;19520218;-999;-999;-999;    5;   0.9;   8;    0.000;   0;   8.0;   5.9; 1008.60;    0.5;   94.00;    1.3;   -1.8;   -2.2;eor
       3815;19520219;-999;-999;-999;    5;   1.0;   8;    0.000;   0;   7.7;   6.5; 1007.80;    2.0;   95.00;    3.7;   -0.6;   -1.7;eor
       3815;19520220;-999;-999;-999;    5;   0.4;   1;    0.000;   0;   8.0;   7.5; 1011.20;    3.9;   91.00;    5.5;    1.6;    0.7;eor
       3815;19520221;-999;-999;-999;    5;   0.4;   1;    0.000;   0;   8.0;   8.1; 1012.30;    5.0;   95.00;    6.0;    3.0;    2.1;eor
       3815;19520222;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.9; 1012.40;    4.2;   83.00;    6.1;    3.0;    3.6;eor
       3815;19520223;-999;-999;-999;    5;   0.0;   0;    2.700;   0;   7.7;   6.4; 1012.80;    3.3;   83.00;    5.7;    1.1;    0.6;eor
       3815;19520224;-999;-999;-999;    5;   0.1;   1;    0.000;   0;   8.0;   7.7; 1017.00;    5.0;   90.00;    6.6;    1.2;    0.6;eor
       3815;19520225;-999;-999;-999;    5;   0.0;   0;    0.100;   0;   7.3;   8.5; 1019.10;    6.6;   88.00;    9.2;    4.0;    2.4;eor
       3815;19520226;-999;-999;-999;    5;   0.0;   0;    7.000;   0;   2.3;   6.3; 1017.60;    4.4;   75.00;    9.4;    1.5;   -1.4;eor
       3815;19520227;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   6.7; 1015.20;    2.3;   93.00;    3.5;   -0.3;   -2.1;eor
       3815;19520228;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   6.3; 1015.00;    2.6;   84.00;    4.4;    0.5;    0.0;eor
       3815;19520229;-999;-999;-999;    5;   3.6;   8;    0.000;   0;   8.0;   6.8; 1007.10;    2.3;   97.00;    3.5;    0.5;    0.3;eor
       3815;19520301;-999;-999;-999;    5;   1.1;   1;    0.900;   0;   7.7;   5.6; 1009.80;    3.2;   73.00;    4.4;    2.0;    1.6;eor
       3815;19520302;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   7.3;   7.7;  998.80;    7.2;   78.00;    9.6;    2.0;    1.0;eor
       3815;19520303;-999;-999;-999;    5;   0.0;   0;    5.600;   0;   5.7;   8.3;  997.10;    9.2;   70.00;   14.6;    6.0;    4.2;eor
       3815;19520304;-999;-999;-999;    5;   0.8;   1;    7.400;   0;   4.0;   7.9;  997.40;   11.7;   61.00;   16.0;    5.6;    2.0;eor
       3815;19520305;-999;-999;-999;    5;   4.8;   8;    1.000;   0;   5.7;   9.3;  997.20;    7.0;   91.00;   12.6;    4.5;    2.5;eor
       3815;19520306;-999;-999;-999;    5;   0.0;   0;    1.500;   0;   4.7;   5.7; 1010.00;    1.3;   80.00;    6.3;   -0.9;    0.0;eor
       3815;19520307;-999;-999;-999;    5;   0.0;   0;   10.100;   0;   2.3;   3.5; 1011.00;    0.1;   57.00;    4.8;   -3.2;   -4.9;eor
       3815;19520308;-999;-999;-999;    5;   0.0;   0;    1.500;   0;   4.7;   3.5; 1008.70;    1.1;   54.00;    4.7;   -3.6;   -5.0;eor
       3815;19520309;-999;-999;-999;    5;   0.7;   1;    8.200;   0;   3.0;   4.5; 1003.50;    5.6;   51.00;    9.4;   -2.4;   -5.5;eor
       3815;19520310;-999;-999;-999;    5;   2.4;   1;    0.000;   0;   8.0;   8.9; 1001.60;    6.1;   95.00;    7.3;    5.2;    2.7;eor
       3815;19520311;-999;-999;-999;    5;   0.7;   1;    0.000;   0;   7.7;   7.2; 1006.00;    4.4;   86.00;    6.2;    3.6;    3.5;eor
       3815;19520312;-999;-999;-999;    5;   0.2;   1;    0.500;   0;   8.0;   6.8; 1002.80;    4.0;   84.00;    5.2;    2.3;    1.6;eor
       3815;19520313;-999;-999;-999;    5;   0.0;   0;    0.200;   0;   4.7;   5.2; 1004.70;    1.6;   72.00;    5.0;    0.2;    0.7;eor
       3815;19520314;-999;-999;-999;    5;   0.0;   0;    9.600;   0;   0.7;   3.9; 1014.70;    0.6;   62.00;    5.1;   -4.2;   -7.7;eor
       3815;19520315;-999;-999;-999;    5;   0.0;   0;    9.700;   0;   2.0;   4.0; 1006.30;    2.2;   59.00;    8.1;   -4.7;   -7.5;eor
       3815;19520316;-999;-999;-999;    5;   0.0;   0;    8.000;   0;   3.7;   6.8; 1000.70;    7.6;   66.00;   14.0;   -1.5;   -5.1;eor
       3815;19520317;-999;-999;-999;    5;   0.0;   1;    1.700;   0;   5.0;   9.7; 1004.20;    8.6;   86.00;   12.2;    6.0;    4.2;eor
       3815;19520318;-999;-999;-999;    5;   0.0;   0;    4.500;   0;   3.3;   8.4; 1005.40;    7.2;   83.00;   13.6;    0.4;   -0.3;eor
       3815;19520319;-999;-999;-999;    5;   0.0;   0;    8.800;   0;   0.7;   6.4; 1004.80;    5.2;   72.00;   11.2;    1.0;   -0.8;eor
       3815;19520320;-999;-999;-999;    5;   9.2;   1;    0.000;   0;   7.7;   8.5;  995.50;    6.4;   89.00;    9.3;    1.5;   -1.0;eor
       3815;19520321;-999;-999;-999;    5;   3.1;   1;    0.000;   0;   7.7;   6.8; 1000.20;    3.6;   84.00;    8.0;    2.3;    4.2;eor
       3815;19520322;-999;-999;-999;    5;   7.9;   1;    0.000;   0;   5.3;   8.7;  991.90;    5.8;   90.00;   10.0;    2.1;    1.0;eor
       3815;19520323;-999;-999;-999;    5;   0.0;   1;    5.300;   0;   5.0;   6.5; 1001.00;    5.4;   74.00;    8.6;    2.0;   -0.4;eor
       3815;19520324;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   7.3;   6.5;  993.60;    5.8;   72.00;    8.0;    4.1;    2.5;eor
       3815;19520325;-999;-999;-999;    5;   5.1;   1;    0.000;   0;   8.0;   7.2;  993.20;    3.8;   90.00;    6.0;    3.2;    2.4;eor
       3815;19520326;-999;-999;-999;    5;   0.7;   8;    0.000;   0;   7.7;   5.5;  998.30;   -0.4;   90.00;    2.2;   -1.6;   -1.2;eor
       3815;19520327;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   3.7;   4.1; 1000.00;   -1.1;   74.00;    4.1;   -4.9;   -6.3;eor
       3815;19520328;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   4.3;   4.1;  995.90;   -0.4;   71.00;    1.8;   -3.0;   -4.6;eor
       3815;19520329;-999;-999;-999;    5;   3.3;   7;    0.000;   0;   8.0;   4.0;  986.60;   -2.2;   78.00;   -0.3;   -3.2;   -3.4;eor
       3815;19520330;-999;-999;-999;    5;   1.2;   1;    0.000;   3;   8.0;   5.1;  984.30;   -1.2;   91.00;   -0.8;   -3.4;   -3.7;eor
       3815;19520331;-999;-999;-999;    5;   0.2;   8;    0.000;   1;   8.0;   5.5;  987.40;   -0.6;   93.00;    0.1;   -0.7;   -1.4;eor
       3815;19520401;-999;-999;-999;    5;   0.0;   0;    7.200;   1;   5.7;   4.9;  991.00;    0.2;   81.00;    4.0;   -5.4;   -7.9;eor
       3815;19520402;-999;-999;-999;    5;   0.1;   7;    6.100;   0;   4.7;   6.0;  999.10;    2.4;   83.00;    6.4;   -1.5;   -2.7;eor
       3815;19520403;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   7.0;   5.7; 1011.80;    3.8;   74.00;    6.1;   -0.4;   -3.2;eor
       3815;19520404;-999;-999;-999;    5;   0.0;   0;    4.300;   0;   4.3;   5.5; 1014.80;    6.0;   60.00;   10.5;    2.3;    0.7;eor
       3815;19520405;-999;-999;-999;    5;   0.0;   1;    0.700;   0;   4.7;   6.0; 1007.90;    5.4;   67.00;    9.0;   -1.0;   -3.9;eor
       3815;19520406;-999;-999;-999;    5;   3.7;   1;    7.700;   0;   5.7;   7.5; 1003.20;    8.6;   68.00;   13.2;    3.2;    0.0;eor
       3815;19520407;-999;-999;-999;    5;   4.2;   1;    0.200;   0;   8.0;  11.2; 1004.80;   10.9;   86.00;   13.0;    7.6;    6.2;eor
       3815;19520408;-999;-999;-999;    5;   0.0;   1;    0.800;   0;   7.3;  11.5; 1009.50;   12.0;   83.00;   16.2;    6.5;    5.1;eor
       3815;19520409;-999;-999;-999;    5;   0.0;   0;    7.700;   0;   5.0;  10.9; 1006.00;   14.2;   72.00;   21.5;    4.8;    2.8;eor
       3815;19520410;-999;-999;-999;    5;   0.0;   0;    6.700;   0;   5.3;  10.0; 1001.40;   15.8;   54.00;   22.8;   10.5;    5.1;eor
       3815;19520411;-999;-999;-999;    5;   0.0;   0;    8.700;   0;   2.7;   9.2; 1003.20;   17.5;   45.00;   23.8;   10.5;    7.0;eor
       3815;19520412;-999;-999;-999;    5;   0.0;   0;    7.100;   0;   5.0;   9.9; 1006.00;   17.5;   54.00;   25.4;    7.0;    4.2;eor
       3815;19520413;-999;-999;-999;    5;   0.0;   0;    4.800;   0;   3.3;  12.1; 1010.00;   15.8;   67.00;   21.0;   12.8;    8.3;eor
       3815;19520414;-999;-999;-999;    5;   0.0;   0;   12.000;   0;   0.3;  11.5; 1012.20;   15.6;   67.00;   22.0;    7.2;    4.2;eor
       3815;19520415;-999;-999;-999;    5;   0.0;   0;   11.500;   0;   0.3;  12.0; 1009.00;   16.4;   68.00;   22.2;    7.4;    5.2;eor
       3815;19520416;-999;-999;-999;    5;   0.0;   0;   11.600;   0;   1.0;  11.9; 1008.80;   15.1;   70.00;   22.7;    8.6;    5.6;eor
       3815;19520417;-999;-999;-999;    5;   0.0;   0;   12.000;   0;   0.0;   9.1; 1011.60;   13.8;   59.00;   19.8;    7.0;    3.6;eor
       3815;19520418;-999;-999;-999;    5;   0.0;   0;   11.800;   0;   2.7;   7.5; 1009.90;   14.0;   50.00;   22.0;    4.6;    2.2;eor
       3815;19520419;-999;-999;-999;    5;   0.0;   0;   11.900;   0;   0.3;   8.9; 1003.50;   15.6;   53.00;   21.9;    4.7;    2.1;eor
       3815;19520420;-999;-999;-999;    5;   0.0;   1;    5.700;   0;   5.3;  12.4;  997.60;   12.9;   82.00;   20.2;    6.3;    3.6;eor
       3815;19520421;-999;-999;-999;    5;   4.1;   1;    2.400;   0;   6.3;  12.3;  991.60;   13.8;   77.00;   16.6;    8.2;    5.6;eor
       3815;19520422;-999;-999;-999;    5;   0.8;   1;    4.700;   0;   5.0;   8.8;  994.20;   11.2;   66.00;   14.7;    9.5;    8.6;eor
       3815;19520423;-999;-999;-999;    5;   0.0;   0;   10.200;   0;   5.0;   8.0; 1002.60;   11.6;   59.00;   15.8;    8.0;    4.1;eor
       3815;19520424;-999;-999;-999;    5;   0.0;   0;    8.700;   0;   4.7;   8.7; 1007.50;   10.4;   68.00;   15.8;    5.5;    2.9;eor
       3815;19520425;-999;-999;-999;    5;   0.0;   0;   11.400;   0;   2.7;   7.9; 1012.60;    9.0;   69.00;   14.3;    4.0;    0.8;eor
       3815;19520426;-999;-999;-999;    5;   0.1;   1;    1.200;   0;   6.0;   7.5; 1012.70;    6.8;   76.00;   11.4;    3.1;    1.0;eor
       3815;19520427;-999;-999;-999;    5;   3.3;   8;    3.100;   0;   5.7;   7.9; 1007.00;    6.0;   84.00;   11.5;    1.2;   -2.5;eor
       3815;19520428;-999;-999;-999;    5;   0.0;   1;    4.400;   0;   6.7;   8.7; 1003.80;    7.2;   86.00;   10.7;    1.1;   -0.8;eor
       3815;19520429;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   2.0;   7.9; 1004.70;    9.4;   68.00;   14.8;    3.0;    1.1;eor
       3815;19520430;-999;-999;-999;    5;   0.0;   0;   13.700;   0;   0.0;   8.4;  999.40;   14.7;   52.00;   21.8;    3.8;    0.8;eor
       3815;19520501;-999;-999;-999;    5;   0.0;   0;   13.300;   0;   1.0;   9.7;  998.00;   16.6;   53.00;   23.6;    6.8;    3.7;eor
       3815;19520502;-999;-999;-999;    5;   0.0;   0;   13.000;   0;   0.3;   9.5; 1000.60;   13.6;   61.00;   19.8;    6.6;    5.0;eor
       3815;19520503;-999;-999;-999;    5;   7.4;   1;    8.500;   0;   2.7;  11.5;  994.30;   14.0;   71.00;   20.8;    6.4;    4.8;eor
       3815;19520504;-999;-999;-999;    5;   2.0;   1;    6.500;   0;   5.3;  12.3;  987.00;   14.3;   75.00;   21.7;    8.6;    6.8;eor
       3815;19520505;-999;-999;-999;    5;   1.2;   1;   10.500;   0;   4.3;  11.2;  990.20;   14.2;   69.00;   18.4;   10.5;    8.0;eor
       3815;19520506;-999;-999;-999;    5;   0.6;   1;   13.000;   0;   2.3;  10.4;  997.00;   15.7;   60.00;   21.1;    9.4;    7.0;eor
       3815;19520507;-999;-999;-999;    5;   0.2;   1;    1.900;   0;   7.0;  12.7; 1004.20;   13.0;   82.00;   17.0;   11.6;   10.8;eor
       3815;19520508;-999;-999;-999;    5;   0.0;   0;   13.700;   0;   1.0;  10.4; 1007.90;   14.2;   66.00;   19.9;    5.0;    2.0;eor
       3815;19520509;-999;-999;-999;    5;   2.2;   1;    0.300;   0;   7.7;  14.1; 1004.30;   14.8;   84.00;   19.9;    8.6;    6.6;eor
       3815;19520510;-999;-999;-999;    5;   0.0;   0;   12.300;   0;   4.0;  10.4; 1004.30;   13.6;   69.00;   19.5;    8.6;    8.4;eor
       3815;19520511;-999;-999;-999;    5;   0.2;   1;    9.600;   0;   5.7;  11.1; 1001.40;   15.8;   62.00;   20.6;    8.2;    6.1;eor
       3815;19520512;-999;-999;-999;    5;   3.3;   1;    0.000;   0;   7.7;  10.3; 1005.50;   11.8;   73.00;   16.0;    9.8;    7.8;eor
       3815;19520513;-999;-999;-999;    5;   3.8;   1;    5.200;   0;   5.0;  10.8; 1008.70;   10.1;   88.00;   15.5;    6.8;    5.1;eor
       3815;19520514;-999;-999;-999;    5;   0.0;   1;    8.500;   0;   7.0;  10.8; 1009.50;   14.1;   68.00;   18.5;    5.2;    3.8;eor
       3815;19520515;-999;-999;-999;    5;   0.0;   0;    0.800;   0;   7.3;  13.9; 1007.90;   15.1;   81.00;   19.0;   11.0;   10.0;eor
       3815;19520516;-999;-999;-999;    5;   0.0;   0;    4.000;   0;   6.7;  12.3; 1009.40;   13.3;   79.00;   17.8;   11.2;   10.0;eor
       3815;19520517;-999;-999;-999;    5;   0.0;   0;   11.300;   0;   5.0;   8.3; 1012.20;   11.6;   62.00;   17.3;    8.6;    7.2;eor
       3815;19520518;-999;-999;-999;    5;   0.0;   0;   13.700;   0;   4.7;   8.8; 1006.30;   16.0;   51.00;   20.4;    4.3;    1.0;eor
       3815;19520519;-999;-999;-999;    5;   0.0;   0;   14.000;   0;   2.7;   8.1; 1006.80;   11.7;   58.00;   17.7;    7.0;    5.4;eor
       3815;19520520;-999;-999;-999;    5;   0.0;   0;   15.100;   0;   1.0;   6.1; 1014.30;    8.8;   55.00;   13.1;    1.5;   -1.1;eor
       3815;19520521;-999;-999;-999;    5;   0.0;   0;   13.500;   0;   2.7;   6.8; 1017.60;   10.8;   54.00;   15.8;    2.5;   -1.3;eor
       3815;19520522;-999;-999;-999;    5;   0.0;   0;   10.100;   0;   2.3;   8.7; 1017.60;   12.4;   61.00;   17.8;    3.3;    0.2;eor
       3815;19520523;-999;-999;-999;    5;   0.0;   1;   13.700;   0;   5.0;  10.5; 1017.00;   13.0;   70.00;   18.7;    7.0;    4.8;eor
       3815;19520524;-999;-999;-999;    5;   0.0;   1;    4.600;   0;   5.7;   9.6; 1014.30;   10.3;   76.00;   14.5;    7.6;    7.0;eor
       3815;19520525;-999;-999;-999;    5;   1.2;   1;    1.300;   0;   8.0;   9.9; 1012.30;   11.1;   76.00;   14.0;    7.4;    6.9;eor
       3815;19520526;-999;-999;-999;    5;   2.4;   1;    1.300;   0;   8.0;  11.6; 1007.40;   10.4;   91.00;   13.7;    9.3;    8.8;eor
       3815;19520527;-999;-999;-999;    5;   7.0;   1;    0.000;   0;   7.7;  11.2; 1005.40;   10.4;   89.00;   12.5;    7.3;    5.9;eor
       3815;19520528;-999;-999;-999;    5;   3.2;   1;    4.700;   0;   6.3;  11.2;  997.00;   11.0;   83.00;   15.4;    9.0;    8.0;eor
       3815;19520529;-999;-999;-999;    5;   0.8;   1;    5.700;   0;   5.3;   8.4;  997.60;    8.8;   74.00;   13.4;    5.0;    2.5;eor
       3815;19520530;-999;-999;-999;    5;   0.0;   1;    8.700;   0;   6.3;   9.7; 1003.20;   13.6;   65.00;   16.8;    6.0;    3.5;eor
       3815;19520531;-999;-999;-999;    5;   4.0;   1;    4.400;   0;   6.3;  14.7; 1000.30;   16.7;   75.00;   21.6;   11.7;    9.3;eor
       3815;19520601;-999;-999;-999;    5;  30.4;   1;    5.500;   0;   6.7;  17.7;  998.80;   17.5;   89.00;   21.2;   15.0;   12.5;eor
       3815;19520602;-999;-999;-999;    5;   1.1;   1;   11.200;   0;   6.0;  12.3; 1005.20;   15.8;   68.00;   19.0;   14.0;   12.6;eor
       3815;19520603;-999;-999;-999;    5;   0.2;   1;    8.400;   0;   4.0;  11.1; 1013.40;   12.1;   77.00;   18.4;    9.6;    8.4;eor
       3815;19520604;-999;-999;-999;    5;   0.0;   0;   13.200;   0;   2.7;  10.5; 1017.60;   12.6;   73.00;   18.0;    5.5;    2.5;eor
       3815;19520605;-999;-999;-999;    5;   0.0;   0;   12.900;   0;   4.0;  10.8; 1009.00;   18.6;   52.00;   23.5;    8.2;    4.6;eor
       3815;19520606;-999;-999;-999;    5;   5.4;   1;    2.100;   0;   8.0;  14.8; 1000.40;   16.6;   77.00;   20.6;   12.7;    9.6;eor
       3815;19520607;-999;-999;-999;    5;   2.1;   1;    2.800;   0;   5.3;  11.2; 1001.50;   11.8;   80.00;   16.5;    9.3;   11.2;eor
       3815;19520608;-999;-999;-999;    5;   4.0;   1;    7.600;   0;   5.7;   9.6; 1009.00;   11.5;   71.00;   15.2;    5.2;    3.0;eor
       3815;19520609;-999;-999;-999;    5;   0.0;   0;    4.200;   0;   7.0;  10.5; 1008.80;   12.2;   76.00;   16.4;    8.2;    7.2;eor
       3815;19520610;-999;-999;-999;    5;   0.0;   0;   11.600;   0;   7.0;  11.1; 1006.70;   14.8;   67.00;   19.9;    5.5;    2.6;eor
       3815;19520611;-999;-999;-999;    5;   0.1;   1;    1.100;   0;   7.7;  13.3; 1002.70;   14.1;   82.00;   16.8;   12.0;   10.2;eor
       3815;19520612;-999;-999;-999;    5;   0.0;   0;    8.400;   0;   3.7;  12.7; 1005.60;   14.6;   77.00;   20.2;   10.4;   10.0;eor
       3815;19520613;-999;-999;-999;    5;   0.7;   1;   12.600;   0;   3.3;  15.9; 1000.40;   20.6;   66.00;   26.2;    9.4;    6.5;eor
       3815;19520614;-999;-999;-999;    5;   9.0;   1;    4.700;   0;   7.3;  16.4;  996.20;   15.7;   90.00;   20.2;   14.5;   12.4;eor
       3815;19520615;-999;-999;-999;    5;   5.9;   1;    0.000;   0;   8.0;  11.9;  996.40;    9.8;   96.00;   14.9;    8.8;   10.6;eor
       3815;19520616;-999;-999;-999;    5;   0.2;   1;    6.100;   0;   5.3;  10.8; 1002.00;   11.6;   81.00;   16.2;    6.4;    5.5;eor
       3815;19520617;-999;-999;-999;    5;   0.0;   0;   13.100;   0;   3.7;  13.3;  999.50;   18.5;   65.00;   23.1;    7.5;    5.0;eor
       3815;19520618;-999;-999;-999;    5;   5.2;   1;    0.000;   0;   7.7;  15.1;  997.90;   15.3;   86.00;   18.9;   14.3;   12.1;eor
       3815;19520619;-999;-999;-999;    5;   0.0;   1;    8.200;   0;   5.0;  11.3; 1006.20;   12.2;   77.00;   18.0;    9.6;    8.0;eor
       3815;19520620;-999;-999;-999;    5;   0.2;   1;    6.600;   0;   6.3;  10.9; 1008.00;   13.8;   69.00;   17.3;    7.8;    6.6;eor
       3815;19520621;-999;-999;-999;    5;   4.8;   1;    1.200;   0;   7.3;  12.3; 1007.00;   12.5;   84.00;   15.0;   10.3;    8.1;eor
       3815;19520622;-999;-999;-999;    5;   9.9;   1;    3.700;   0;   8.0;  13.7;  999.90;   13.0;   92.00;   14.4;   11.1;    8.0;eor
       3815;19520623;-999;-999;-999;    5;   0.1;   1;    2.300;   0;   7.0;  11.1; 1003.00;   11.7;   81.00;   15.2;    9.8;    8.0;eor
       3815;19520624;-999;-999;-999;    5;   0.2;   1;    0.000;   0;   7.7;  11.3; 1008.70;   12.7;   78.00;   15.6;    7.7;    5.8;eor
       3815;19520625;-999;-999;-999;    5;   3.5;   1;    0.400;   0;   7.7;  13.9; 1003.10;   14.2;   86.00;   15.3;   10.8;    9.8;eor
       3815;19520626;-999;-999;-999;    5;   0.0;   0;    6.000;   0;   5.3;  11.2; 1008.20;   13.0;   75.00;   17.2;   10.5;   10.0;eor
       3815;19520627;-999;-999;-999;    5;   0.0;   0;   14.300;   0;   2.0;  12.9; 1008.30;   17.4;   67.00;   23.5;    6.6;    3.4;eor
       3815;19520628;-999;-999;-999;    5;   0.0;   0;   14.400;   0;   1.0;  14.7; 1009.90;   20.2;   63.00;   26.0;   10.2;    8.0;eor
       3815;19520629;-999;-999;-999;    5;   0.0;   0;    9.800;   0;   3.3;  16.1; 1009.90;   21.8;   62.00;   28.5;   11.9;    9.2;eor
       3815;19520630;-999;-999;-999;    5;   0.0;   0;   15.700;   0;   1.7;  18.9; 1011.20;   23.4;   65.00;   29.3;   12.6;    9.8;eor
       3815;19520701;-999;-999;-999;    5;   0.0;   0;   13.700;   0;   1.3;  21.1; 1011.40;   23.4;   73.00;   28.6;   15.6;   12.7;eor
       3815;19520702;-999;-999;-999;    5;  24.7;   1;   10.800;   0;   5.3;  20.0; 1004.70;   25.7;   59.00;   32.5;   18.6;   16.4;eor
       3815;19520703;-999;-999;-999;    5;   2.5;   1;    5.600;   0;   7.3;  20.9; 1007.10;   20.6;   84.00;   26.4;   18.3;   16.6;eor
       3815;19520704;-999;-999;-999;    5;   0.0;   0;    0.800;   0;   8.0;  16.5; 1014.00;   16.6;   87.00;   20.2;   14.2;   13.2;eor
       3815;19520705;-999;-999;-999;    5;   0.0;   0;   12.600;   0;   2.3;  14.1; 1014.70;   21.0;   57.00;   26.5;   12.0;   10.8;eor
       3815;19520706;-999;-999;-999;    5;   0.0;   0;   14.000;   0;   2.7;  15.2; 1009.90;   21.8;   57.00;   27.6;   16.2;   14.3;eor
       3815;19520707;-999;-999;-999;    5;   0.0;   0;    9.300;   0;   4.3;  17.3; 1008.60;   23.0;   60.00;   28.5;   16.4;   13.2;eor
       3815;19520708;-999;-999;-999;    5;  18.1;   1;   10.000;   0;   4.3;  18.3; 1006.00;   21.5;   69.00;   30.0;   17.1;   15.0;eor
       3815;19520709;-999;-999;-999;    5;   2.4;   1;    0.000;   0;   8.0;  17.6; 1008.30;   15.9;   95.00;   18.4;   15.2;   15.6;eor
       3815;19520710;-999;-999;-999;    5;   0.0;   0;    8.700;   0;   6.0;  17.9; 1012.00;   20.2;   77.00;   24.8;   15.3;   14.2;eor
       3815;19520711;-999;-999;-999;    5;   0.0;   0;   12.500;   0;   1.7;  18.0; 1008.20;   21.4;   72.00;   26.0;   15.6;   13.6;eor
       3815;19520712;-999;-999;-999;    5;   2.5;   1;    3.600;   0;   6.7;  14.7; 1003.40;   14.8;   84.00;   21.2;   13.4;   14.4;eor
       3815;19520713;-999;-999;-999;    5;   0.0;   0;   11.600;   0;   4.7;  12.9; 1002.60;   17.2;   67.00;   20.0;   10.3;    8.2;eor
       3815;19520714;-999;-999;-999;    5;   0.8;   1;    1.300;   0;   7.3;  14.3; 1000.60;   16.0;   78.00;   19.3;   13.4;   12.1;eor
       3815;19520715;-999;-999;-999;    5;   0.7;   1;    1.700;   0;   4.3;  12.7; 1003.60;   12.8;   83.00;   16.4;   10.6;   10.3;eor
       3815;19520716;-999;-999;-999;    5;   1.6;   1;    6.100;   0;   6.7;  12.0; 1006.60;   14.8;   73.00;   20.4;    8.8;    6.2;eor
       3815;19520717;-999;-999;-999;    5;   3.3;   1;    3.100;   0;   6.7;  13.1; 1003.50;   14.2;   81.00;   18.3;   11.6;    9.7;eor
       3815;19520718;-999;-999;-999;    5;  13.4;   1;    5.200;   0;   5.7;  13.5; 1000.40;   14.4;   81.00;   18.4;   12.6;   11.6;eor
       3815;19520719;-999;-999;-999;    5;   2.0;   1;    1.000;   0;   8.0;  14.8; 1005.50;   15.6;   85.00;   17.3;   11.4;    9.0;eor
       3815;19520720;-999;-999;-999;    5;   0.0;   0;    0.400;   0;   6.0;  16.7; 1006.80;   17.2;   83.00;   21.1;   15.0;   13.2;eor
       3815;19520721;-999;-999;-999;    5;   0.0;   0;   12.100;   0;   3.0;  12.9; 1010.20;   15.4;   75.00;   21.0;    9.0;    6.1;eor
       3815;19520722;-999;-999;-999;    5;   0.0;   1;    9.200;   0;   6.0;  17.5; 1007.50;   19.9;   74.00;   25.5;   10.0;    7.8;eor
