DAY;IRRAD;TMIN;TMAX;VAP;WIND;RAIN;SNOW;;;;;;;;
01.08.2009;20860000.0;10.0;25.9;12.8;3.2;0.0;;;20860000.0;10.0;25.9;12.8;3.2;0.0;-999
02.08.2009;12070000.0;14.8;22.8;16.9;3.6;0.0;;;12070000.0;14.8;22.8;16.9;3.6;0.0;-999
03.08.2009;16080000.0;11.9;21.3;13.8;2.9;0.0;;;16080000.0;11.9;21.3;13.8;2.9;0.0;-999
04.08.2009;24810000.0;11.5;23.3;12.6;1.7;0.0;;;24810000.0;11.5;23.3;12.6;1.7;0.0;-999
05.08.2009;25550000.0;10.6;25.5;13.6;2.0;0.0;;;25550000.0;10.6;25.5;13.6;2.0;0.0;-999
06.08.2009;23330000.0;14.8;28.0;15.4;3.6;0.0;;;23330000.0;14.8;28.0;15.4;3.6;0.0;-999
07.08.2009;21110000.0;15.5;30.0;16.1;3.7;0.0;;;21110000.0;15.5;30.0;16.1;3.7;0.0;-999
08.08.2009;9410000.0;17.0;23.9;19.1;3.0;0.03;;;9410000.0;17.0;23.9;19.1;3.0;0.03;-999
09.08.2009;12180000.0;17.0;24.0;19.0;2.7;0.0;;;12180000.0;17.0;24.0;19.0;2.7;0.0;-999
10.08.2009;14110000.0;14.7;23.4;17.4;2.7;0.04;;;14110000.0;14.7;23.4;17.4;2.7;0.04;-999
11.08.2009;12830000.0;12.9;22.7;16.5;3.6;0.05;;;12830000.0;12.9;22.7;16.5;3.6;0.05;-999
12.08.2009;12300000.0;11.0;22.5;15.5;4.5;0.0;;;12300000.0;11.0;22.5;15.5;4.5;0.0;-999
13.08.2009;17110000.0;10.4;22.2;13.5;4.3;0.0;;;17110000.0;10.4;22.2;13.5;4.3;0.0;-999
14.08.2009;16820000.0;8.5;21.5;12.0;2.0;0.0;;;16820000.0;8.5;21.5;12.0;2.0;0.0;-999
15.08.2009;21700000.0;12.8;27.2;13.8;4.4;0.0;;;21700000.0;12.8;27.2;13.8;4.4;0.0;-999
16.08.2009;20530000.0;13.3;26.4;15.5;3.9;0.0;;;20530000.0;13.3;26.4;15.5;3.9;0.0;-999
17.08.2009;15620000.0;12.2;23.9;15.1;3.8;0.0;;;15620000.0;12.2;23.9;15.1;3.8;0.0;-999
18.08.2009;17570000.0;12.0;23.5;14.0;3.7;0.0;;;17570000.0;12.0;23.5;14.0;3.7;0.0;-999
19.08.2009;22410000.0;12.7;29.7;13.0;3.1;0.0;;;22410000.0;12.7;29.7;13.0;3.1;0.0;-999
20.08.2009;18610000.0;17.5;35.3;15.1;4.5;0.5900000000000001;;;18610000.0;17.5;35.3;15.1;4.5;0.5900000000000001;-999
21.08.2009;13330000.0;12.9;23.2;16.4;2.9;0.0;;;13330000.0;12.9;23.2;16.4;2.9;0.0;-999
22.08.2009;18970000.0;10.2;22.7;12.7;2.4;0.0;;;18970000.0;10.2;22.7;12.7;2.4;0.0;-999
23.08.2009;20210000.0;6.4;25.0;11.5;2.3;0.0;;;20210000.0;6.4;25.0;11.5;2.3;0.0;-999
24.08.2009;22050000.0;13.0;27.5;11.4;4.9;0.0;;;22050000.0;13.0;27.5;11.4;4.9;0.0;-999
25.08.2009;6980000.0;14.5;22.4;16.5;2.7;0.08;;;6980000.0;14.5;22.4;16.5;2.7;0.08;-999
26.08.2009;18900000.0;10.5;24.6;12.9;3.2;0.0;;;18900000.0;10.5;24.6;12.9;3.2;0.0;-999
27.08.2009;15830000.0;12.9;27.5;15.1;3.1;0.0;;;15830000.0;12.9;27.5;15.1;3.1;0.0;-999
28.08.2009;10500000.0;11.5;21.8;14.1;5.2;0.16;;;10500000.0;11.5;21.8;14.1;5.2;0.16;-999
29.08.2009;15220000.0;9.4;19.8;11.6;5.5;0.06;;;15220000.0;9.4;19.8;11.6;5.5;0.06;-999
30.08.2009;12200000.0;9.7;20.0;11.6;4.3;0.0;;;12200000.0;9.7;20.0;11.6;4.3;0.0;-999
31.08.2009;19110000.0;9.5;25.3;12.3;3.4;0.0;;;19110000.0;9.5;25.3;12.3;3.4;0.0;-999
01.09.2009;12420000.0;14.0;29.0;13.9;4.4;0.16;;;12420000.0;14.0;29.0;13.9;4.4;0.16;-999
02.09.2009;13770000.0;13.0;21.4;13.6;4.0;0.0;;;13770000.0;13.0;21.4;13.6;4.0;0.0;-999
03.09.2009;9280000.0;13.1;20.0;13.2;6.2;0.45999999999999996;;;9280000.0;13.1;20.0;13.2;6.2;0.45999999999999996;-999
04.09.2009;13490000.0;11.7;19.6;11.2;7.3;0.27;;;13490000.0;11.7;19.6;11.2;7.3;0.27;-999
05.09.2009;9210000.0;11.3;17.7;13.5;6.8;0.22000000000000003;;;9210000.0;11.3;17.7;13.5;6.8;0.22000000000000003;-999
06.09.2009;9980000.0;10.9;19.5;12.7;4.1;0.0;;;9980000.0;10.9;19.5;12.7;4.1;0.0;-999
07.09.2009;15150000.0;11.2;23.3;13.3;2.9;0.0;;;15150000.0;11.2;23.3;13.3;2.9;0.0;-999
08.09.2009;17860000.0;10.8;27.1;13.3;2.3;0.0;;;17860000.0;10.8;27.1;13.3;2.3;0.0;-999
09.09.2009;12140000.0;12.2;24.0;15.0;3.6;0.0;;;12140000.0;12.2;24.0;15.0;3.6;0.0;-999
10.09.2009;11270000.0;13.2;19.4;12.7;5.1;0.0;;;11270000.0;13.2;19.4;12.7;5.1;0.0;-999
11.09.2009;15450000.0;7.5;19.9;12.2;4.1;0.0;;;15450000.0;7.5;19.9;12.2;4.1;0.0;-999
12.09.2009;11240000.0;8.0;19.7;12.3;3.5;0.05;;;11240000.0;8.0;19.7;12.3;3.5;0.05;-999
13.09.2009;11370000.0;12.0;20.1;12.3;5.2;0.05;;;11370000.0;12.0;20.1;12.3;5.2;0.05;-999
14.09.2009;7050000.0;13.1;17.6;13.4;5.0;0.36;;;7050000.0;13.1;17.6;13.4;5.0;0.36;-999
15.09.2009;9640000.0;13.7;20.2;13.9;5.9;0.22000000000000003;;;9640000.0;13.7;20.2;13.9;5.9;0.22000000000000003;-999
16.09.2009;14070000.0;11.0;20.7;13.9;4.6;0.0;;;14070000.0;11.0;20.7;13.9;4.6;0.0;-999
17.09.2009;13280000.0;7.1;18.3;10.2;2.4;0.0;;;13280000.0;7.1;18.3;10.2;2.4;0.0;-999
18.09.2009;15710000.0;4.7;20.6;10.5;2.3;0.0;;;15710000.0;4.7;20.6;10.5;2.3;0.0;-999
19.09.2009;15270000.0;8.0;24.8;12.2;2.2;0.0;;;15270000.0;8.0;24.8;12.2;2.2;0.0;-999
20.09.2009;13280000.0;11.0;24.7;14.3;2.5;0.0;;;13280000.0;11.0;24.7;14.3;2.5;0.0;-999
21.09.2009;13130000.0;8.0;19.5;11.4;2.0;0.0;;;13130000.0;8.0;19.5;11.4;2.0;0.0;-999
22.09.2009;9970000.0;7.2;22.7;10.9;3.9;0.0;;;9970000.0;7.2;22.7;10.9;3.9;0.0;-999
23.09.2009;9520000.0;10.6;21.1;12.6;4.5;0.01;;;9520000.0;10.6;21.1;12.6;4.5;0.01;-999
24.09.2009;10690000.0;7.3;19.0;11.0;3.4;0.0;;;10690000.0;7.3;19.0;11.0;3.4;0.0;-999
25.09.2009;6180000.0;8.3;17.7;12.0;2.3;0.0;;;6180000.0;8.3;17.7;12.0;2.3;0.0;-999
26.09.2009;11130000.0;6.6;19.4;11.4;1.5;0.0;;;11130000.0;6.6;19.4;11.4;1.5;0.0;-999
27.09.2009;13720000.0;2.9;21.6;10.6;1.6;0.0;;;13720000.0;2.9;21.6;10.6;1.6;0.0;-999
28.09.2009;4370000.0;7.3;18.4;13.5;4.8;0.01;;;4370000.0;7.3;18.4;13.5;4.8;0.01;-999
29.09.2009;3430000.0;10.9;17.1;14.1;4.6;0.25;;;3430000.0;10.9;17.1;14.1;4.6;0.25;-999
30.09.2009;6440000.0;6.7;14.3;12.3;2.6;1.52;;;6440000.0;6.7;14.3;12.3;2.6;1.52;-999
01.10.2009;9940000.0;6.3;15.0;10.8;5.7;0.24;;;9940000.0;6.3;15.0;10.8;5.7;0.24;-999
02.10.2009;5060000.0;5.0;12.2;9.7;4.0;0.29;;;5060000.0;5.0;12.2;9.7;4.0;0.29;-999
03.10.2009;4280000.0;9.4;15.5;11.7;7.6;0.33999999999999997;;;4280000.0;9.4;15.5;11.7;7.6;0.33999999999999997;-999
04.10.2009;10080000.0;5.7;15.5;9.6;8.2;0.03;;;10080000.0;5.7;15.5;9.6;8.2;0.03;-999
05.10.2009;7710000.0;3.8;13.8;9.3;3.1;0.04;;;7710000.0;3.8;13.8;9.3;3.1;0.04;-999
06.10.2009;3220000.0;8.1;17.2;13.0;3.1;0.19;;;3220000.0;8.1;17.2;13.0;3.1;0.19;-999
07.10.2009;1760000.0;9.9;18.1;15.4;4.6;4.16;;;1760000.0;9.9;18.1;15.4;4.6;4.16;-999
08.10.2009;8760000.0;4.9;15.3;10.3;3.6;0.22999999999999998;;;8760000.0;4.9;15.3;10.3;3.6;0.22999999999999998;-999
09.10.2009;11280000.0;1.9;13.2;7.4;2.3;0.12;;;11280000.0;1.9;13.2;7.4;2.3;0.12;-999
10.10.2009;1610000.0;4.6;8.8;9.2;3.0;0.27999999999999997;;;1610000.0;4.6;8.8;9.2;3.0;0.27999999999999997;-999
11.10.2009;3730000.0;7.8;12.8;11.3;3.6;0.38;;;3730000.0;7.8;12.8;11.3;3.6;0.38;-999
12.10.2009;9060000.0;3.9;11.9;8.8;5.0;0.0;;;9060000.0;3.9;11.9;8.8;5.0;0.0;-999
13.10.2009;7480000.0;-0.3;10.5;7.2;3.2;0.01;;;7480000.0;-0.3;10.5;7.2;3.2;0.01;-999
14.10.2009;10390000.0;-0.5;8.9;5.6;4.1;0.0;;;10390000.0;-0.5;8.9;5.6;4.1;0.0;-999
15.10.2009;11170000.0;-1.5;9.9;5.8;4.4;0.32999999999999996;;;11170000.0;-1.5;9.9;5.8;4.4;0.32999999999999996;-999
16.10.2009;4980000.0;0.6;11.8;8.9;7.3;0.26;;;4980000.0;0.6;11.8;8.9;7.3;0.26;-999
17.10.2009;5430000.0;-0.3;10.0;7.6;4.7;0.03;;;5430000.0;-0.3;10.0;7.6;4.7;0.03;-999
18.10.2009;8620000.0;-2.6;10.8;6.5;1.6;0.0;;;8620000.0;-2.6;10.8;6.5;1.6;0.0;-999
19.10.2009;3540000.0;2.4;10.8;8.2;3.0;0.0;;;3540000.0;2.4;10.8;8.2;3.0;0.0;-999
20.10.2009;9340000.0;2.2;10.4;6.6;5.2;0.0;;;9340000.0;2.2;10.4;6.6;5.2;0.0;-999
21.10.2009;6990000.0;2.7;9.1;7.3;6.2;0.0;;;6990000.0;2.7;9.1;7.3;6.2;0.0;-999
22.10.2009;1920000.0;4.5;7.3;7.9;4.9;0.02;;;1920000.0;4.5;7.3;7.9;4.9;0.02;-999
23.10.2009;1750000.0;6.6;8.8;9.5;2.0;0.0;;;1750000.0;6.6;8.8;9.5;2.0;0.0;-999
24.10.2009;3210000.0;6.1;11.3;10.5;3.4;0.39;;;3210000.0;6.1;11.3;10.5;3.4;0.39;-999
25.10.2009;5070000.0;10.2;15.7;12.2;4.4;0.0;;;5070000.0;10.2;15.7;12.2;4.4;0.0;-999
26.10.2009;2010000.0;11.3;12.9;12.3;5.3;0.45999999999999996;;;2010000.0;11.3;12.9;12.3;5.3;0.45999999999999996;-999
27.10.2009;3520000.0;9.5;13.4;12.2;2.4;0.0;;;3520000.0;9.5;13.4;12.2;2.4;0.0;-999
28.10.2009;3760000.0;8.6;14.1;11.1;1.7;0.04;;;3760000.0;8.6;14.1;11.1;1.7;0.04;-999
29.10.2009;2130000.0;9.8;14.5;13.0;1.7;0.0;;;2130000.0;9.8;14.5;13.0;1.7;0.0;-999
30.10.2009;5040000.0;3.3;11.0;8.9;3.7;0.0;;;5040000.0;3.3;11.0;8.9;3.7;0.0;-999
31.10.2009;3360000.0;0.5;7.2;6.9;3.5;0.01;;;3360000.0;0.5;7.2;6.9;3.5;0.01;-999
01.11.2009;2080000.0;3.6;10.5;8.9;4.6;2.77;;;2080000.0;3.6;10.5;8.9;4.6;2.77;-999
02.11.2009;4150000.0;8.0;13.5;11.4;2.6;0.02;;;4150000.0;8.0;13.5;11.4;2.6;0.02;-999
03.11.2009;5070000.0;3.0;9.7;8.6;3.2;0.62;;;5070000.0;3.0;9.7;8.6;3.2;0.62;-999
04.11.2009;3200000.0;4.4;10.7;8.9;3.6;0.42000000000000004;;;3200000.0;4.4;10.7;8.9;3.6;0.42000000000000004;-999
05.11.2009;1340000.0;4.3;9.3;9.4;3.7;0.32;;;1340000.0;4.3;9.3;9.4;3.7;0.32;-999
06.11.2009;3610000.0;7.1;11.5;9.7;4.2;0.0;;;3610000.0;7.1;11.5;9.7;4.2;0.0;-999
07.11.2009;1110000.0;3.6;8.9;8.7;4.3;0.25;;;1110000.0;3.6;8.9;8.7;4.3;0.25;-999
08.11.2009;2980000.0;5.1;9.7;8.8;2.1;0.0;;;2980000.0;5.1;9.7;8.8;2.1;0.0;-999
09.11.2009;730000.0;4.9;7.7;8.6;4.4;0.43;;;730000.0;4.9;7.7;8.6;4.4;0.43;-999
10.11.2009;1520000.0;5.2;6.3;8.5;2.2;0.54;;;1520000.0;5.2;6.3;8.5;2.2;0.54;-999
11.11.2009;1390000.0;5.3;8.1;9.3;2.2;0.43;;;1390000.0;5.3;8.1;9.3;2.2;0.43;-999
12.11.2009;2510000.0;2.6;8.7;8.7;2.7;0.21000000000000002;;;2510000.0;2.6;8.7;8.7;2.7;0.21000000000000002;-999
13.11.2009;1280000.0;7.3;14.2;11.1;4.6;0.04;;;1280000.0;7.3;14.2;11.1;4.6;0.04;-999
14.11.2009;1250000.0;10.0;14.7;11.2;5.1;0.02;;;1250000.0;10.0;14.7;11.2;5.1;0.02;-999
15.11.2009;2620000.0;6.6;12.5;10.2;4.4;0.15;;;2620000.0;6.6;12.5;10.2;4.4;0.15;-999
16.11.2009;1220000.0;4.4;12.1;9.9;3.3;0.13;;;1220000.0;4.4;12.1;9.9;3.3;0.13;-999
17.11.2009;2370000.0;8.1;12.0;10.1;3.8;0.0;;;2370000.0;8.1;12.0;10.1;3.8;0.0;-999
18.11.2009;1040000.0;8.5;12.1;10.3;8.2;0.76;;;1040000.0;8.5;12.1;10.3;8.2;0.76;-999
19.11.2009;3670000.0;7.2;12.9;9.8;5.7;0.0;;;3670000.0;7.2;12.9;9.8;5.7;0.0;-999
20.11.2009;3940000.0;6.3;16.3;10.2;4.4;0.02;;;3940000.0;6.3;16.3;10.2;4.4;0.02;-999
21.11.2009;1970000.0;6.1;13.4;11.9;2.9;0.02;;;1970000.0;6.1;13.4;11.9;2.9;0.02;-999
22.11.2009;1960000.0;8.1;13.2;10.2;5.5;0.11000000000000001;;;1960000.0;8.1;13.2;10.2;5.5;0.11000000000000001;-999
23.11.2009;1280000.0;8.5;10.7;9.3;8.2;0.67;;;1280000.0;8.5;10.7;9.3;8.2;0.67;-999
24.11.2009;1940000.0;8.9;13.2;10.7;7.5;0.22000000000000003;;;1940000.0;8.9;13.2;10.7;7.5;0.22000000000000003;-999
25.11.2009;1290000.0;7.8;13.3;10.0;6.7;0.3;;;1290000.0;7.8;13.3;10.0;6.7;0.3;-999
26.11.2009;1540000.0;6.7;10.5;8.6;7.2;0.0;;;1540000.0;6.7;10.5;8.6;7.2;0.0;-999
27.11.2009;1360000.0;4.2;8.1;8.3;5.7;0.29;;;1360000.0;4.2;8.1;8.3;5.7;0.29;-999
28.11.2009;1370000.0;4.6;8.4;8.3;5.4;0.7;;;1370000.0;4.6;8.4;8.3;5.4;0.7;-999
29.11.2009;1920000.0;7.1;11.1;9.1;4.3;0.03;;;1920000.0;7.1;11.1;9.1;4.3;0.03;-999
30.11.2009;2560000.0;-0.7;9.1;8.3;1.7;0.0;;;2560000.0;-0.7;9.1;8.3;1.7;0.0;-999
01.12.2009;3740000.0;-4.5;5.3;5.8;2.1;0.0;;;3740000.0;-4.5;5.3;5.8;2.1;0.0;-999
02.12.2009;3480000.0;-5.0;3.5;5.5;2.8;0.04;;;3480000.0;-5.0;3.5;5.5;2.8;0.04;-999
03.12.2009;1610000.0;3.4;9.0;8.0;4.9;0.06;;;1610000.0;3.4;9.0;8.0;4.9;0.06;-999
04.12.2009;1200000.0;2.9;7.2;7.3;2.8;0.06;;;1200000.0;2.9;7.2;7.3;2.8;0.06;-999
05.12.2009;760000.0;3.5;6.3;7.3;5.1;0.52;;;760000.0;3.5;6.3;7.3;5.1;0.52;-999
06.12.2009;1570000.0;5.4;11.0;10.0;4.1;0.5;;;1570000.0;5.4;11.0;10.0;4.1;0.5;-999
07.12.2009;3000000.0;2.2;8.7;8.2;3.3;0.04;;;3000000.0;2.2;8.7;8.2;3.3;0.04;-999
08.12.2009;680000.0;2.9;7.3;8.5;2.2;0.01;;;680000.0;2.9;7.3;8.5;2.2;0.01;-999
09.12.2009;2370000.0;4.6;8.4;8.7;2.9;0.41;;;2370000.0;4.6;8.4;8.7;2.9;0.41;-999
10.12.2009;450000.0;5.1;8.7;9.3;3.5;1.5699999999999998;;;450000.0;5.1;8.7;9.3;3.5;1.5699999999999998;-999
11.12.2009;990000.0;3.5;6.1;8.0;4.2;0.05;;;990000.0;3.5;6.1;8.0;4.2;0.05;-999
12.12.2009;1910000.0;1.1;4.3;6.4;4.3;0.0;;;1910000.0;1.1;4.3;6.4;4.3;0.0;-999
13.12.2009;1120000.0;-3.1;2.0;5.7;2.8;0.0;;;1120000.0;-3.1;2.0;5.7;2.8;0.0;-999
14.12.2009;1270000.0;-3.2;-0.4;5.1;1.2;0.0;;;1270000.0;-3.2;-0.4;5.1;1.2;0.0;-999
15.12.2009;1050000.0;-4.5;1.2;4.9;1.3;0.0;;;1050000.0;-4.5;1.2;4.9;1.3;0.0;-999
16.12.2009;3450000.0;-5.2;-0.2;4.2;2.7;0.0;;;3450000.0;-5.2;-0.2;4.2;2.7;0.0;-999
17.12.2009;2680000.0;-4.3;-0.5;4.0;3.8;0.01;;;2680000.0;-4.3;-0.5;4.0;3.8;0.01;-999
18.12.2009;1820000.0;-10.8;-1.6;3.8;4.9;0.1;;;1820000.0;-10.8;-1.6;3.8;4.9;0.1;-999
19.12.2009;1780000.0;-12.5;-8.6;2.3;2.1;0.01;;;1780000.0;-12.5;-8.6;2.3;2.1;0.01;-999
20.12.2009;1250000.0;-11.5;-1.4;3.0;4.7;0.03;;;1250000.0;-11.5;-1.4;3.0;4.7;0.03;-999
21.12.2009;2720000.0;-3.5;0.1;4.4;4.7;0.0;;;2720000.0;-3.5;0.1;4.4;4.7;0.0;-999
22.12.2009;1000000.0;-1.8;1.8;5.7;4.7;0.11000000000000001;;;1000000.0;-1.8;1.8;5.7;4.7;0.11000000000000001;-999
23.12.2009;1240000.0;-5.3;1.3;5.2;2.7;0.0;;;1240000.0;-5.3;1.3;5.2;2.7;0.0;-999
24.12.2009;1990000.0;-5.1;0.7;5.0;3.5;0.31;;;1990000.0;-5.1;0.7;5.0;3.5;0.31;-999
25.12.2009;450000.0;0.6;4.5;6.4;7.1;1.1099999999999999;;;450000.0;0.6;4.5;6.4;7.1;1.1099999999999999;-999
26.12.2009;1880000.0;2.0;6.0;6.9;6.6;0.02;;;1880000.0;2.0;6.0;6.9;6.6;0.02;-999
27.12.2009;1610000.0;2.0;5.4;6.6;5.0;0.12;;;1610000.0;2.0;5.4;6.6;5.0;0.12;-999
28.12.2009;3230000.0;-2.6;6.0;6.7;3.7;0.0;;;3230000.0;-2.6;6.0;6.7;3.7;0.0;-999
29.12.2009;1400000.0;-2.3;0.6;5.4;3.5;0.06999999999999999;;;1400000.0;-2.3;0.6;5.4;3.5;0.06999999999999999;-999
30.12.2009;1160000.0;-1.6;-0.1;5.2;5.9;0.09;;;1160000.0;-1.6;-0.1;5.2;5.9;0.09;-999
31.12.2009;1290000.0;-1.0;0.3;5.0;5.7;0.04;;;1290000.0;-1.0;0.3;5.0;5.7;0.04;-999
01.01.2010;1890000.0;-2.8;0.1;4.4;4.8;0.0;;;1890000.0;-2.8;0.1;4.4;4.8;0.0;-999
02.01.2010;1480000.0;-6.7;-2.7;4.0;2.2;0.13;;;1480000.0;-6.7;-2.7;4.0;2.2;0.13;-999
03.01.2010;1830000.0;-9.7;-2.6;3.7;2.4;0.0;;;1830000.0;-9.7;-2.6;3.7;2.4;0.0;-999
04.01.2010;2680000.0;-8.5;-2.6;3.8;3.3;0.0;;;2680000.0;-8.5;-2.6;3.8;3.3;0.0;-999
05.01.2010;1390000.0;-3.4;-0.9;4.8;3.4;0.22999999999999998;;;1390000.0;-3.4;-0.9;4.8;3.4;0.22999999999999998;-999
06.01.2010;1520000.0;-5.7;-3.3;4.0;2.8;0.16;;;1520000.0;-5.7;-3.3;4.0;2.8;0.16;-999
07.01.2010;1250000.0;-12.0;-3.8;3.5;1.7;0.02;;;1250000.0;-12.0;-3.8;3.5;1.7;0.02;-999
08.01.2010;1990000.0;-8.2;-2.1;3.8;3.6;0.0;;;1990000.0;-8.2;-2.1;3.8;3.6;0.0;-999
09.01.2010;1510000.0;-4.9;1.0;4.7;7.5;0.03;;;1510000.0;-4.9;1.0;4.7;7.5;0.03;-999
10.01.2010;1270000.0;-0.8;1.1;5.5;5.0;0.22000000000000003;;;1270000.0;-0.8;1.1;5.5;5.0;0.22000000000000003;-999
11.01.2010;1070000.0;-1.1;0.6;5.3;4.0;0.03;;;1070000.0;-1.1;0.6;5.3;4.0;0.03;-999
12.01.2010;1930000.0;-6.4;-0.8;4.1;3.9;0.0;;;1930000.0;-6.4;-0.8;4.1;3.9;0.0;-999
13.01.2010;1220000.0;-6.3;-1.1;4.2;6.8;0.0;;;1220000.0;-6.3;-1.1;4.2;6.8;0.0;-999
14.01.2010;1430000.0;-1.4;0.3;4.7;4.7;0.0;;;1430000.0;-1.4;0.3;4.7;4.7;0.0;-999
15.01.2010;2080000.0;-1.2;0.1;5.1;3.1;0.0;;;2080000.0;-1.2;0.1;5.1;3.1;0.0;-999
16.01.2010;1550000.0;-1.6;0.1;4.9;5.8;0.26;;;1550000.0;-1.6;0.1;4.9;5.8;0.26;-999
17.01.2010;1450000.0;-2.3;0.5;5.4;3.0;0.12;;;1450000.0;-2.3;0.5;5.4;3.0;0.12;-999
18.01.2010;2060000.0;0.3;2.8;6.7;2.3;0.51;;;2060000.0;0.3;2.8;6.7;2.3;0.51;-999
19.01.2010;1240000.0;0.2;3.1;6.7;2.8;0.03;;;1240000.0;0.2;3.1;6.7;2.8;0.03;-999
20.01.2010;1250000.0;-0.2;1.6;5.9;3.5;0.0;;;1250000.0;-0.2;1.6;5.9;3.5;0.0;-999
21.01.2010;980000.0;-5.2;0.0;4.2;4.5;0.0;;;980000.0;-5.2;0.0;4.2;4.5;0.0;-999
22.01.2010;2980000.0;-6.2;-3.7;3.5;4.9;0.0;;;2980000.0;-6.2;-3.7;3.5;4.9;0.0;-999
23.01.2010;1530000.0;-7.6;-4.6;3.5;5.1;0.0;;;1530000.0;-7.6;-4.6;3.5;5.1;0.0;-999
24.01.2010;1150000.0;-7.5;-6.3;2.9;5.1;0.0;;;1150000.0;-7.5;-6.3;2.9;5.1;0.0;-999
25.01.2010;3300000.0;-10.6;-5.7;2.6;4.3;0.0;;;3300000.0;-10.6;-5.7;2.6;4.3;0.0;-999
26.01.2010;5500000.0;-13.0;-4.2;2.0;2.0;0.0;;;5500000.0;-13.0;-4.2;2.0;2.0;0.0;-999
27.01.2010;1540000.0;-11.7;3.2;3.4;5.1;0.22999999999999998;;;1540000.0;-11.7;3.2;3.4;5.1;0.22999999999999998;-999
28.01.2010;3010000.0;-0.2;3.4;5.9;7.0;0.1;;;3010000.0;-0.2;3.4;5.9;7.0;0.1;-999
29.01.2010;1530000.0;-0.9;0.8;5.7;4.3;0.44000000000000006;;;1530000.0;-0.9;0.8;5.7;4.3;0.44000000000000006;-999
30.01.2010;2850000.0;-8.6;-0.8;4.0;3.9;0.0;;;2850000.0;-8.6;-0.8;4.0;3.9;0.0;-999
31.01.2010;2910000.0;-2.4;2.1;5.5;5.6;0.04;;;2910000.0;-2.4;2.1;5.5;5.6;0.04;-999
01.02.2010;2220000.0;-7.0;1.4;5.0;5.0;0.01;;;2220000.0;-7.0;1.4;5.0;5.0;0.01;-999
02.02.2010;1450000.0;-4.6;1.7;5.4;5.8;0.75;;;1450000.0;-4.6;1.7;5.4;5.8;0.75;-999
03.02.2010;6040000.0;-2.3;3.4;5.6;6.3;0.02;;;6040000.0;-2.3;3.4;5.6;6.3;0.02;-999
04.02.2010;1550000.0;-2.2;4.0;6.4;2.8;0.09;;;1550000.0;-2.2;4.0;6.4;2.8;0.09;-999
05.02.2010;2930000.0;0.1;2.2;5.8;5.2;0.0;;;2930000.0;0.1;2.2;5.8;5.2;0.0;-999
06.02.2010;1350000.0;-2.1;1.0;5.1;4.1;0.0;;;1350000.0;-2.1;1.0;5.1;4.1;0.0;-999
07.02.2010;4280000.0;-8.6;-1.6;3.5;3.9;0.0;;;4280000.0;-8.6;-1.6;3.5;3.9;0.0;-999
08.02.2010;1320000.0;-7.7;-3.8;3.5;3.9;0.0;;;1320000.0;-7.7;-3.8;3.5;3.9;0.0;-999
09.02.2010;3040000.0;-5.1;-3.1;3.7;3.4;0.04;;;3040000.0;-5.1;-3.1;3.7;3.4;0.04;-999
10.02.2010;3540000.0;-5.3;-3.2;4.0;4.6;;;;3540000.0;-5.3;-3.2;4.0;4.6;-999;-999
11.02.2010;4570000.0;-3.8;-1.9;4.0;5.8;0.0;;;4570000.0;-3.8;-1.9;4.0;5.8;0.0;-999
12.02.2010;4350000.0;-4.7;-2.4;3.9;5.2;0.0;;;4350000.0;-4.7;-2.4;3.9;5.2;0.0;-999
13.02.2010;3550000.0;-3.9;-2.0;4.1;3.4;0.02;;;3550000.0;-3.9;-2.0;4.1;3.4;0.02;-999
14.02.2010;5140000.0;-7.5;-2.4;3.8;1.8;0.0;;;5140000.0;-7.5;-2.4;3.8;1.8;0.0;-999
15.02.2010;6910000.0;-8.0;-3.0;3.5;2.8;0.0;;;6910000.0;-8.0;-3.0;3.5;2.8;0.0;-999
16.02.2010;8530000.0;-5.8;0.4;3.8;3.8;0.0;;;8530000.0;-5.8;0.4;3.8;3.8;0.0;-999
17.02.2010;7760000.0;-9.4;0.7;3.5;3.7;0.02;;;7760000.0;-9.4;0.7;3.5;3.7;0.02;-999
18.02.2010;1930000.0;-0.3;3.0;5.7;3.0;0.05;;;1930000.0;-0.3;3.0;5.7;3.0;0.05;-999
19.02.2010;5430000.0;0.2;6.7;6.2;4.2;0.0;;;5430000.0;0.2;6.7;6.2;4.2;0.0;-999
20.02.2010;5540000.0;-0.9;3.5;5.4;6.2;0.0;;;5540000.0;-0.9;3.5;5.4;6.2;0.0;-999
21.02.2010;6840000.0;-1.7;2.7;5.3;3.2;0.15;;;6840000.0;-1.7;2.7;5.3;3.2;0.15;-999
22.02.2010;3400000.0;0.6;5.3;6.6;2.9;0.6799999999999999;;;3400000.0;0.6;5.3;6.6;2.9;0.6799999999999999;-999
23.02.2010;3100000.0;-0.7;3.5;5.5;4.2;0.08;;;3100000.0;-0.7;3.5;5.5;4.2;0.08;-999
24.02.2010;2290000.0;-1.3;2.6;5.8;4.4;0.64;;;2290000.0;-1.3;2.6;5.8;4.4;0.64;-999
25.02.2010;3200000.0;2.3;9.3;8.2;4.4;0.03;;;3200000.0;2.3;9.3;8.2;4.4;0.03;-999
26.02.2010;7090000.0;4.6;12.8;8.4;4.7;0.67;;;7090000.0;4.6;12.8;8.4;4.7;0.67;-999
27.02.2010;3620000.0;4.9;7.5;7.2;6.4;0.0;;;3620000.0;4.9;7.5;7.2;6.4;0.0;-999
