Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
853;Chemnitz;TMK;01.04.1882;30.04.1882;30;;eor;                                                                                                                                                         
853;Chemnitz;TMK;18.11.1905;05.01.1906;49;;eor;                                                                                                                                                         
853;Chemnitz;TMK;01.01.1916;31.12.1934;6940;;eor;                                                                                                                                                       
853;Chemnitz;TMK;01.11.1939;02.06.1940;215;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TMK;16.06.1940;29.10.1940;136;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TMK;01.12.1942;31.12.1942;31;Kriegsjahre;eor;                                                                                                                                              
853;Chemnitz;TMK;01.03.1945;31.05.1946;457;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TXK;01.04.1882;30.04.1882;30;;eor;                                                                                                                                                         
853;Chemnitz;TXK;18.11.1905;05.01.1906;49;;eor;                                                                                                                                                         
853;Chemnitz;TXK;01.01.1916;31.12.1934;6940;;eor;                                                                                                                                                       
853;Chemnitz;TXK;01.09.1939;31.01.1940;153;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TXK;01.12.1942;31.12.1942;31;Kriegsjahre;eor;                                                                                                                                              
853;Chemnitz;TXK;01.03.1945;31.05.1946;457;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TNK;01.04.1882;30.04.1882;30;;eor;                                                                                                                                                         
853;Chemnitz;TNK;18.11.1905;05.01.1906;49;;eor;                                                                                                                                                         
853;Chemnitz;TNK;01.01.1916;31.12.1934;6940;;eor;                                                                                                                                                       
853;Chemnitz;TNK;01.09.1939;31.01.1940;153;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TNK;01.12.1942;31.12.1942;31;Kriegsjahre;eor;                                                                                                                                              
853;Chemnitz;TNK;01.03.1945;31.05.1946;457;Kriegsjahre;eor;                                                                                                                                             
853;Chemnitz;TGK;05.04.1948;30.06.1948;87;;eor;                                                                                                                                                         
853;Chemnitz;TGK;11.09.2002;11.09.2002;1;;eor;                                                                                                                                                          
853;Chemnitz;PM;01.04.1882;30.04.1882;30;;eor;                                                                                                                                                          
853;Chemnitz;PM;01.01.1897;31.01.1897;31;;eor;                                                                                                                                                          
853;Chemnitz;PM;29.11.1897;29.11.1897;1;;eor;                                                                                                                                                           
853;Chemnitz;PM;18.11.1905;07.04.1906;141;;eor;                                                                                                                                                         
853;Chemnitz;PM;01.01.1916;31.12.1934;6940;;eor;                                                                                                                                                        
853;Chemnitz;PM;01.11.1939;02.06.1940;215;Kriegsjahre;eor;                                                                                                                                              
853;Chemnitz;PM;16.06.1940;29.10.1940;136;Kriegsjahre;eor;                                                                                                                                              
853;Chemnitz;PM;01.12.1942;31.12.1942;31;Kriegsjahre;eor;                                                                                                                                               
853;Chemnitz;PM;01.03.1945;31.05.1946;457;Kriegsjahre;eor;                                                                                                                                              
853;Chemnitz;PM;01.07.1947;31.10.1947;123;;eor;                                                                                                                                                         
853;Chemnitz;PM;03.03.2019;04.03.2019;2;;eor;                                                                                                                                                           
853;Chemnitz;PM;30.05.2021;31.05.2021;2;;eor;                                                                                                                                                           
853;Chemnitz;PM;30.10.2023;30.10.2023;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;07.05.1976;04.09.1976;121;;eor;                                                                                                                                                         
853;Chemnitz;FM;01.11.1991;06.11.1991;6;;eor;                                                                                                                                                           
853;Chemnitz;FM;08.11.1991;08.11.1991;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;14.11.1991;15.11.1991;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;15.12.1991;20.12.1991;6;;eor;                                                                                                                                                           
853;Chemnitz;FM;25.12.1991;30.12.1991;6;;eor;                                                                                                                                                           
853;Chemnitz;FM;10.04.1992;12.04.1992;3;;eor;                                                                                                                                                           
853;Chemnitz;FM;17.04.1992;21.04.1992;5;;eor;                                                                                                                                                           
853;Chemnitz;FM;07.05.1992;11.05.1992;5;;eor;                                                                                                                                                           
853;Chemnitz;FM;26.05.1992;01.06.1992;7;;eor;                                                                                                                                                           
853;Chemnitz;FM;21.07.1992;31.07.1992;11;;eor;                                                                                                                                                          
853;Chemnitz;FM;01.09.1992;07.09.1992;7;;eor;                                                                                                                                                           
853;Chemnitz;FM;21.02.1993;21.02.1993;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;01.03.1993;06.03.1993;6;;eor;                                                                                                                                                           
853;Chemnitz;FM;01.04.1993;06.04.1993;6;;eor;                                                                                                                                                           
853;Chemnitz;FM;24.06.2004;25.06.2004;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;15.11.2004;16.11.2004;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;04.06.2005;06.06.2005;3;;eor;                                                                                                                                                           
853;Chemnitz;FM;12.07.2005;13.07.2005;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;04.08.2005;04.08.2005;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;28.09.2005;28.09.2005;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;03.05.2006;03.05.2006;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;15.05.2006;16.05.2006;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;20.05.2006;24.05.2006;5;;eor;                                                                                                                                                           
853;Chemnitz;FM;29.05.2006;30.05.2006;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;02.06.2006;03.06.2006;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;05.06.2006;06.06.2006;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;08.06.2006;09.06.2006;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;21.11.2006;21.11.2006;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;14.03.2008;14.03.2008;1;;eor;                                                                                                                                                           
853;Chemnitz;FM;21.01.2019;25.01.2019;5;;eor;                                                                                                                                                           
853;Chemnitz;FM;29.01.2019;30.01.2019;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;03.03.2019;04.03.2019;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;30.11.2019;03.12.2019;4;;eor;                                                                                                                                                           
853;Chemnitz;FM;28.01.2020;29.01.2020;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;29.02.2020;02.03.2020;3;;eor;                                                                                                                                                           
853;Chemnitz;FM;30.05.2021;31.05.2021;2;;eor;                                                                                                                                                           
853;Chemnitz;FM;30.10.2023;30.10.2023;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;05.01.1967;09.01.1967;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.01.1967;25.01.1967;11;;eor;                                                                                                                                                          
853;Chemnitz;FX;30.01.1967;31.01.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;05.02.1967;07.02.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.02.1967;15.02.1967;7;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.02.1967;18.02.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;25.02.1967;27.02.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;05.03.1967;06.03.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.03.1967;09.03.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;21.03.1967;21.03.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;29.03.1967;29.03.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;31.03.1967;31.03.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.04.1967;04.04.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.04.1967;06.04.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.04.1967;17.04.1967;10;;eor;                                                                                                                                                          
853;Chemnitz;FX;23.04.1967;23.04.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;25.04.1967;30.04.1967;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.05.1967;07.05.1967;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.05.1967;12.05.1967;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.05.1967;17.05.1967;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.05.1967;20.05.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.05.1967;22.05.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.05.1967;28.05.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;30.05.1967;01.06.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.06.1967;06.06.1967;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.06.1967;09.06.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.06.1967;25.06.1967;15;;eor;                                                                                                                                                          
853;Chemnitz;FX;27.06.1967;27.06.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;29.06.1967;02.07.1967;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.07.1967;07.07.1967;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;10.07.1967;01.08.1967;23;;eor;                                                                                                                                                          
853;Chemnitz;FX;04.08.1967;14.08.1967;11;;eor;                                                                                                                                                          
853;Chemnitz;FX;17.08.1967;31.08.1967;15;;eor;                                                                                                                                                          
853;Chemnitz;FX;06.09.1967;19.09.1967;14;;eor;                                                                                                                                                          
853;Chemnitz;FX;21.09.1967;21.09.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;23.09.1967;29.09.1967;7;;eor;                                                                                                                                                           
853;Chemnitz;FX;01.10.1967;03.10.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.10.1967;09.10.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.10.1967;12.10.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.10.1967;14.10.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.10.1967;21.10.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;23.10.1967;25.10.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.11.1967;02.11.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.11.1967;04.11.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.11.1967;09.11.1967;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.11.1967;14.11.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;16.11.1967;16.11.1967;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.11.1967;27.11.1967;10;;eor;                                                                                                                                                          
853;Chemnitz;FX;30.11.1967;02.12.1967;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.12.1967;14.12.1967;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;26.12.1967;27.12.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;29.12.1967;30.12.1967;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;01.01.1968;03.01.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;07.01.1968;07.01.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.01.1968;23.01.1968;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;31.01.1968;31.01.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.02.1968;05.02.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;07.02.1968;07.02.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.02.1968;09.02.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.02.1968;15.02.1968;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;17.02.1968;18.02.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.02.1968;20.02.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.02.1968;04.03.1968;12;;eor;                                                                                                                                                          
853;Chemnitz;FX;07.03.1968;08.03.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;16.03.1968;16.03.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.03.1968;20.03.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.03.1968;25.03.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.03.1968;30.03.1968;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.04.1968;02.04.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;05.04.1968;06.04.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.04.1968;10.04.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;12.04.1968;14.04.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;16.04.1968;30.04.1968;15;;eor;                                                                                                                                                          
853;Chemnitz;FX;02.05.1968;02.05.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.05.1968;04.05.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.05.1968;09.05.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.05.1968;13.05.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.05.1968;15.05.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.05.1968;18.05.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;21.05.1968;31.05.1968;11;;eor;                                                                                                                                                          
853;Chemnitz;FX;02.06.1968;09.06.1968;8;;eor;                                                                                                                                                           
853;Chemnitz;FX;12.06.1968;12.06.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.06.1968;17.06.1968;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.06.1968;19.06.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.06.1968;23.06.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.06.1968;28.06.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;30.06.1968;05.07.1968;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.07.1968;10.07.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;13.07.1968;14.07.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;17.07.1968;19.07.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;21.07.1968;02.08.1968;13;;eor;                                                                                                                                                          
853;Chemnitz;FX;04.08.1968;13.08.1968;10;;eor;                                                                                                                                                          
853;Chemnitz;FX;17.08.1968;17.08.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.08.1968;25.08.1968;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.08.1968;30.08.1968;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;01.09.1968;15.09.1968;15;;eor;                                                                                                                                                          
853;Chemnitz;FX;17.09.1968;21.09.1968;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;26.09.1968;27.09.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;29.09.1968;29.09.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.10.1968;04.10.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.10.1968;06.10.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.10.1968;16.10.1968;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.10.1968;28.10.1968;10;;eor;                                                                                                                                                          
853;Chemnitz;FX;31.10.1968;01.11.1968;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.11.1968;03.11.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;05.11.1968;13.11.1968;9;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.11.1968;23.11.1968;9;;eor;                                                                                                                                                           
853;Chemnitz;FX;25.11.1968;13.12.1968;19;;eor;                                                                                                                                                          
853;Chemnitz;FX;15.12.1968;15.12.1968;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.12.1968;22.12.1968;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.12.1968;30.12.1968;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.01.1969;06.01.1969;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.01.1969;11.01.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;16.01.1969;21.01.1969;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;25.01.1969;28.01.1969;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.02.1969;06.02.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.02.1969;08.02.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.02.1969;18.02.1969;8;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.02.1969;28.02.1969;9;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.03.1969;08.03.1969;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;10.03.1969;10.03.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;12.03.1969;14.03.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.03.1969;18.03.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.03.1969;25.03.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.03.1969;29.03.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.04.1969;05.04.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;07.04.1969;07.04.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.04.1969;10.04.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.04.1969;21.04.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;25.04.1969;26.04.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;28.04.1969;02.05.1969;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.05.1969;04.05.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.05.1969;14.05.1969;9;;eor;                                                                                                                                                           
853;Chemnitz;FX;23.05.1969;24.05.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.05.1969;28.05.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;01.06.1969;02.06.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.06.1969;06.06.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.06.1969;11.06.1969;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;13.06.1969;13.06.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.06.1969;16.06.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.06.1969;18.06.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.06.1969;22.06.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;26.06.1969;27.06.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;29.06.1969;05.07.1969;7;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.07.1969;16.07.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.07.1969;19.07.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;21.07.1969;31.07.1969;11;;eor;                                                                                                                                                          
853;Chemnitz;FX;03.08.1969;06.08.1969;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.08.1969;19.08.1969;12;;eor;                                                                                                                                                          
853;Chemnitz;FX;24.08.1969;24.08.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;26.08.1969;27.08.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;29.08.1969;29.08.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;31.08.1969;13.09.1969;14;;eor;                                                                                                                                                          
853;Chemnitz;FX;15.09.1969;17.09.1969;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.09.1969;20.09.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;23.09.1969;26.09.1969;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;28.09.1969;28.09.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;30.09.1969;30.09.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.10.1969;23.10.1969;20;;eor;                                                                                                                                                          
853;Chemnitz;FX;25.10.1969;25.10.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;28.10.1969;28.10.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.11.1969;06.11.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.11.1969;15.11.1969;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;21.11.1969;25.11.1969;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;01.12.1969;01.12.1969;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.12.1969;14.12.1969;11;;eor;                                                                                                                                                          
853;Chemnitz;FX;16.12.1969;29.12.1969;14;;eor;                                                                                                                                                          
853;Chemnitz;FX;31.12.1969;01.01.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.01.1970;07.01.1970;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;13.01.1970;26.01.1970;14;;eor;                                                                                                                                                          
853;Chemnitz;FX;29.01.1970;01.02.1970;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.02.1970;15.02.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.02.1970;19.02.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.02.1970;22.02.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.02.1970;28.02.1970;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.03.1970;04.03.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;07.03.1970;07.03.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.03.1970;13.03.1970;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.03.1970;16.03.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.03.1970;24.03.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;26.03.1970;26.03.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;08.04.1970;08.04.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;12.04.1970;15.04.1970;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.04.1970;19.04.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;28.04.1970;28.04.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.05.1970;04.05.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.05.1970;11.05.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.05.1970;19.05.1970;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.05.1970;26.05.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;28.05.1970;29.05.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.06.1970;03.06.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;05.06.1970;07.06.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.06.1970;15.06.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;17.06.1970;17.06.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.06.1970;21.06.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.06.1970;27.06.1970;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.07.1970;04.07.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.07.1970;07.07.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;11.07.1970;13.07.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.07.1970;24.07.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;28.07.1970;28.07.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;30.07.1970;30.07.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.08.1970;10.08.1970;8;;eor;                                                                                                                                                           
853;Chemnitz;FX;12.08.1970;13.08.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.08.1970;15.08.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.08.1970;21.08.1970;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;23.08.1970;31.08.1970;9;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.09.1970;02.09.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;07.09.1970;07.09.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;10.09.1970;10.09.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;12.09.1970;12.09.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;15.09.1970;15.09.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;18.09.1970;20.09.1970;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.09.1970;29.09.1970;8;;eor;                                                                                                                                                           
853;Chemnitz;FX;06.10.1970;18.10.1970;13;;eor;                                                                                                                                                          
853;Chemnitz;FX;14.11.1970;17.11.1970;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.11.1970;20.11.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.11.1970;28.11.1970;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.12.1970;05.12.1970;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.12.1970;13.12.1970;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;16.12.1970;20.12.1970;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;22.12.1970;27.12.1970;6;;eor;                                                                                                                                                           
853;Chemnitz;FX;30.12.1970;30.12.1970;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;01.01.1971;10.01.1971;10;;eor;                                                                                                                                                          
853;Chemnitz;FX;13.01.1971;13.01.1971;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;16.01.1971;18.01.1971;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;31.01.1971;31.01.1971;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.02.1971;02.02.1971;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;04.02.1971;07.02.1971;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;09.02.1971;11.02.1971;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;17.02.1971;21.02.1971;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;27.02.1971;27.02.1971;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.03.1971;05.03.1971;4;;eor;                                                                                                                                                           
853;Chemnitz;FX;07.03.1971;09.03.1971;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.03.1971;16.03.1971;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.03.1971;21.03.1971;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;26.03.1971;15.04.1971;21;;eor;                                                                                                                                                          
853;Chemnitz;FX;18.04.1971;22.04.1971;5;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.04.1971;26.04.1971;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;30.04.1971;30.04.1971;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;02.05.1971;11.05.1971;10;;eor;                                                                                                                                                          
853;Chemnitz;FX;17.05.1971;18.05.1971;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;20.05.1971;31.05.1971;12;;eor;                                                                                                                                                          
853;Chemnitz;FX;03.06.1971;11.06.1971;9;;eor;                                                                                                                                                           
853;Chemnitz;FX;14.06.1971;14.06.1971;1;;eor;                                                                                                                                                           
853;Chemnitz;FX;19.06.1971;20.06.1971;2;;eor;                                                                                                                                                           
853;Chemnitz;FX;24.06.1971;26.06.1971;3;;eor;                                                                                                                                                           
853;Chemnitz;FX;03.07.1971;14.07.1971;12;;eor;                                                                                                                                                          
853;Chemnitz;FX;17.07.1971;19.07.1971;3;;eor;                                                                                                                                                           
