STATIONS_ID;MESS_DATUM;QN_3;FX;FM;QN_4;RSK;RSKF;SDK;SHK_TAG;NM;VPM;PM;TMK;UPM;TXK;TNK;TGK;eor;FG_STRAHL
853;1882-01-01;;;;1;0.0;1.0;;;3.0;4.1;979.4;-1.3;76.0;2.5;-4.3;;eor;
853;1882-01-02;;;;1;0.0;0.0;;;5.0;5.6;976.2;2.4;78.0;5.3;-4.6;;eor;
853;1882-01-03;;;;1;1.4;1.0;;;7.3;6.7;966.8;6.9;67.0;7.7;-0.7;;eor;
853;1882-01-04;;;;1;0.6;1.0;;;7.7;6.8;973.7;4.3;82.0;7.5;3.0;;eor;
853;1882-01-05;;;;1;2.6;1.0;;;7.7;5.1;978.9;2.6;69.0;4.0;0.6;;eor;
853;1882-01-06;;;;1;2.3;1.0;;;8.0;7.3;975.4;5.5;81.0;7.5;3.0;;eor;
853;1882-01-07;;;;1;0.0;8.0;;;7.3;6.8;975.4;4.5;80.0;7.1;2.1;;eor;
853;1882-01-08;;;;1;6.2;1.0;;;8.0;5.6;986.4;1.9;79.0;2.4;0.6;;eor;
853;1882-01-09;;;;1;0.0;1.0;;;7.0;6.1;979.7;3.0;82.0;3.6;0.9;;eor;
853;1882-01-10;;;;1;2.3;8.0;;;5.3;5.7;987.6;2.4;78.0;3.9;0.6;;eor;
853;1882-01-11;;;;1;0.0;0.0;;;8.0;6.1;984.1;2.6;83.0;4.0;0.4;;eor;
853;1882-01-12;;;;1;0.0;0.0;;;6.7;5.7;993.2;2.4;78.0;4.0;0.6;;eor;
853;1882-01-13;;;;1;0.0;0.0;;;0.3;4.1;998.8;-1.1;74.0;1.8;-2.8;;eor;
853;1882-01-14;;;;1;0.0;0.0;;;0.0;3.7;1000.9;-0.8;66.0;2.8;-4.0;;eor;
853;1882-01-15;;;;1;0.0;0.0;;;0.0;3.1;1005.8;-0.3;54.0;5.0;-5.9;;eor;
853;1882-01-16;;;;1;0.0;0.0;;;0.0;3.6;1008.6;-0.8;64.0;4.3;-4.5;;eor;
853;1882-01-17;;;;1;0.6;1.0;;;0.0;4.4;1007.4;0.0;72.0;6.3;-5.3;;eor;
853;1882-01-18;;;;1;1.5;1.0;;;2.7;4.1;1005.5;-0.7;74.0;4.9;-5.3;;eor;
853;1882-01-19;;;;1;0.3;1.0;;;8.0;5.7;1004.9;0.0;93.0;1.2;-4.5;;eor;
853;1882-01-20;;;;1;0.5;8.0;;;8.0;6.7;1001.8;2.3;91.0;3.8;-1.9;;eor;
853;1882-01-21;;;;1;0.0;0.0;;;8.0;5.7;998.9;0.5;91.0;2.4;-0.4;;eor;
853;1882-01-22;;;;1;0.0;0.0;;;8.0;5.2;998.9;0.6;82.0;1.8;-0.9;;eor;
853;1882-01-23;;;;1;0.0;0.0;;;8.0;4.4;996.7;-1.5;79.0;0.4;-2.4;;eor;
853;1882-01-24;;;;1;0.0;0.0;;;8.0;3.7;1001.1;-3.1;78.0;-1.9;-3.5;;eor;
853;1882-01-25;;;;1;0.0;0.0;;;2.7;3.7;1002.6;-3.3;81.0;-0.2;-5.3;;eor;
853;1882-01-26;;;;1;0.0;0.0;;;0.0;5.2;1000.4;1.5;75.0;7.8;-6.2;;eor;
853;1882-01-27;;;;1;0.0;7.0;;;3.3;4.5;995.9;-1.1;79.0;2.8;-7.3;;eor;
853;1882-01-28;;;;1;0.0;0.0;;;0.7;5.3;994.5;0.8;80.0;4.4;-4.7;;eor;
853;1882-01-29;;;;1;0.0;1.0;;;5.3;6.1;991.6;3.9;76.0;7.6;-3.3;;eor;
853;1882-01-30;;;;1;0.0;0.0;;;7.3;5.6;990.7;2.0;80.0;5.2;-0.6;;eor;
853;1882-01-31;;;;1;0.0;0.0;;;3.3;3.5;1002.6;-1.9;67.0;0.8;-4.0;;eor;
853;1882-02-01;;;;1;0.0;0.0;;;0.0;2.8;1005.8;-4.3;66.0;-0.3;-6.9;;eor;
853;1882-02-02;;;;1;0.0;0.0;;;0.0;3.1;1000.3;-2.6;61.0;3.0;-7.4;;eor;
853;1882-02-03;;;;1;0.0;0.0;;;0.0;3.1;997.8;-3.9;68.0;2.9;-9.2;;eor;
853;1882-02-04;;;;1;0.1;7.0;;;3.0;3.6;992.6;-2.9;73.0;2.6;-9.8;;eor;
853;1882-02-05;;;;1;0.6;7.0;;;8.0;4.7;990.1;-3.2;97.0;-1.4;-9.3;;eor;
853;1882-02-06;;;;1;0.0;7.0;;;8.0;5.5;992.1;0.2;88.0;1.8;-6.1;;eor;
853;1882-02-07;;;;1;1.7;1.0;;;8.0;5.3;994.4;0.3;85.0;0.8;-1.6;;eor;
853;1882-02-08;;;;1;0.0;0.0;;;8.0;5.3;993.7;0.1;86.0;0.9;-1.2;;eor;
853;1882-02-09;;;;1;0.0;0.0;;;3.7;5.5;995.3;0.4;86.0;2.9;-1.5;;eor;
853;1882-02-10;;;;1;0.0;0.0;;;0.0;4.5;990.9;0.9;69.0;6.8;-4.4;;eor;
853;1882-02-11;;;;1;0.0;0.0;;;1.7;4.1;985.3;0.3;67.0;6.6;-4.3;;eor;
853;1882-02-12;;;;1;0.0;0.0;;;0.0;4.5;985.0;2.7;61.0;8.4;-4.4;;eor;
853;1882-02-13;;;;1;1.6;1.0;;;0.0;4.8;989.5;3.8;61.0;8.7;-2.1;;eor;
853;1882-02-14;;;;1;6.7;8.0;;;8.0;7.5;988.2;6.7;76.0;8.1;-2.4;;eor;
853;1882-02-15;;;;1;1.6;8.0;;;7.7;7.6;977.9;7.2;74.0;9.6;4.3;;eor;
853;1882-02-16;;;;1;0.5;8.0;;;2.7;4.3;985.8;-0.2;72.0;6.6;-3.3;;eor;
853;1882-02-17;;;;1;4.6;8.0;;;7.7;6.3;977.3;3.0;82.0;4.3;-1.2;;eor;
853;1882-02-18;;;;1;1.7;7.0;;;8.0;7.2;982.5;4.3;86.0;6.6;1.4;;eor;
853;1882-02-19;;;;1;1.2;1.0;;;7.3;5.5;981.4;0.8;83.0;5.2;-0.4;;eor;
853;1882-02-20;;;;1;1.1;1.0;;;6.0;4.9;994.7;0.6;76.0;2.5;-2.4;;eor;
853;1882-02-21;;;;1;0.2;1.0;;;8.0;6.5;987.3;2.8;86.0;5.7;-2.5;;eor;
853;1882-02-22;;;;1;0.0;0.0;;;8.0;4.8;992.0;1.8;69.0;4.2;-1.6;;eor;
853;1882-02-23;;;;1;0.0;0.0;;;8.0;6.1;987.0;3.7;77.0;5.8;-1.4;;eor;
853;1882-02-24;;;;1;0.0;0.0;;;5.0;5.3;986.9;2.8;72.0;5.0;1.4;;eor;
853;1882-02-25;;;;1;0.0;0.0;;;5.3;6.4;982.8;5.9;70.0;9.2;1.0;;eor;
853;1882-02-26;;;;1;0.3;1.0;;;6.0;6.8;967.8;9.8;57.0;13.7;3.5;;eor;
853;1882-02-27;;;;1;0.1;1.0;;;6.0;7.7;959.0;7.9;72.0;10.6;5.6;;eor;
853;1882-02-28;;;;1;0.2;1.0;;;8.0;8.3;965.5;6.9;83.0;9.1;4.0;;eor;
853;1882-03-01;;;;1;0.1;1.0;;;6.0;7.1;963.1;6.4;72.0;10.0;3.2;;eor;
853;1882-03-02;;;;1;0.0;0.0;;;2.0;6.1;968.3;4.9;70.0;9.1;1.8;;eor;
853;1882-03-03;;;;1;0.2;1.0;;;3.7;6.0;966.7;4.7;71.0;10.6;0.7;;eor;
853;1882-03-04;;;;1;0.0;0.0;;;3.0;5.6;964.4;5.3;65.0;10.1;0.6;;eor;
853;1882-03-05;;;;1;1.1;1.0;;;5.3;6.0;973.8;4.9;70.0;8.1;0.7;;eor;
853;1882-03-06;;;;1;0.1;1.0;;;5.7;6.3;974.7;6.3;65.0;8.8;2.4;;eor;
853;1882-03-07;;;;1;0.0;0.0;;;5.0;4.9;988.7;2.5;67.0;6.0;0.5;;eor;
853;1882-03-08;;;;1;0.0;0.0;;;7.7;7.7;989.1;8.0;71.0;10.0;0.7;;eor;
853;1882-03-09;;;;1;0.0;0.0;;;7.7;8.8;991.6;9.2;77.0;12.2;4.7;;eor;
853;1882-03-10;;;;1;0.0;0.0;;;6.0;8.5;990.3;11.1;66.0;14.8;5.3;;eor;
853;1882-03-11;;;;1;0.0;0.0;;;7.0;8.4;990.7;8.9;72.0;12.3;4.7;;eor;
853;1882-03-12;;;;1;0.0;0.0;;;1.7;5.2;993.9;3.9;67.0;9.7;1.0;;eor;
853;1882-03-13;;;;1;0.0;0.0;;;1.7;4.7;995.3;3.9;62.0;10.6;-1.4;;eor;
853;1882-03-14;;;;1;0.0;0.0;;;0.3;6.0;994.5;5.3;69.0;12.2;-1.6;;eor;
853;1882-03-15;;;;1;0.0;0.0;;;0.0;6.4;992.4;8.0;63.0;15.3;-0.4;;eor;
853;1882-03-16;;;;1;0.0;0.0;;;2.3;6.3;995.3;7.3;64.0;12.7;1.7;;eor;
853;1882-03-17;;;;1;0.0;0.0;;;0.0;5.7;994.2;7.9;58.0;14.7;2.3;;eor;
853;1882-03-18;;;;1;0.0;0.0;;;0.0;6.1;989.5;6.4;67.0;14.2;-0.3;;eor;
853;1882-03-19;;;;1;0.0;0.0;;;0.0;5.5;981.7;9.3;53.0;17.2;-0.5;;eor;
853;1882-03-20;;;;1;3.1;1.0;;;0.7;6.9;976.7;11.3;55.0;18.8;0.7;;eor;
853;1882-03-21;;;;1;3.4;1.0;;;7.0;7.9;972.7;11.3;62.0;17.4;4.8;;eor;
853;1882-03-22;;;;1;0.0;7.0;;;8.0;6.1;971.7;4.7;72.0;9.2;2.3;;eor;
853;1882-03-23;;;;1;0.1;1.0;;;8.0;5.7;979.8;1.6;82.0;2.8;0.6;;eor;
853;1882-03-24;;;;1;6.0;8.0;;;8.0;6.3;975.9;3.3;82.0;5.6;0.6;;eor;
853;1882-03-25;;;;1;5.5;1.0;;;6.7;6.0;965.9;3.4;76.0;5.7;0.6;;eor;
853;1882-03-26;;;;1;6.4;8.0;;;5.3;5.9;958.2;4.0;72.0;7.8;0.0;;eor;
853;1882-03-27;;;;1;3.6;1.0;;;7.0;6.0;969.7;2.4;84.0;4.8;0.8;;eor;
853;1882-03-28;;;;1;1.6;1.0;;;8.0;7.3;981.0;4.6;87.0;7.6;0.5;;eor;
853;1882-03-29;;;;1;0.1;1.0;;;7.3;8.1;978.2;6.6;83.0;8.6;2.0;;eor;
853;1882-03-30;;;;1;0.6;1.0;;;5.7;8.0;971.5;6.7;81.0;10.0;3.8;;eor;
853;1882-03-31;;;;1;0.0;0.0;;;5.7;7.9;971.0;8.6;72.0;13.8;1.5;;eor;
853;1882-05-01;;;;1;;;;;7.7;10.1;976.8;12.2;71.0;18.3;5.7;;eor;
853;1882-05-02;;;;1;;;;;5.3;10.1;983.0;8.6;90.0;11.1;7.1;;eor;
853;1882-05-03;;;;1;;;;;2.0;9.7;980.3;10.4;78.0;14.8;3.5;;eor;
853;1882-05-04;;;;1;;;;;1.0;13.3;970.9;18.0;67.0;24.8;6.2;;eor;
853;1882-05-05;;;;1;;;;;8.0;12.5;974.3;12.9;85.0;17.7;11.4;;eor;
853;1882-05-06;;;;1;;;;;1.3;9.5;978.8;11.5;73.0;17.8;6.5;;eor;
853;1882-05-07;;;;1;;;;;5.3;11.2;977.2;14.3;72.0;19.8;7.3;;eor;
853;1882-05-08;;;;1;;;;;8.0;12.1;971.8;10.7;95.0;16.8;8.3;;eor;
853;1882-05-09;;;;1;;;;;8.0;7.9;982.1;5.1;90.0;8.3;3.4;;eor;
853;1882-05-10;;;;1;;;;;7.3;8.4;988.0;6.8;85.0;11.1;0.6;;eor;
853;1882-05-11;;;;1;;;;;5.3;7.3;988.9;6.8;72.0;11.8;4.0;;eor;
853;1882-05-12;;;;1;;;;;2.7;8.3;983.2;11.3;64.0;18.7;4.5;;eor;
853;1882-05-13;;;;1;;;;;5.3;6.3;984.0;7.7;62.0;12.2;2.4;;eor;
853;1882-05-14;;;;1;;;;;7.0;5.7;978.2;6.0;64.0;9.4;3.1;;eor;
853;1882-05-15;;;;1;;;;;7.3;6.9;978.4;4.5;82.0;7.6;2.6;;eor;
853;1882-05-16;;;;1;;;;;7.3;6.5;983.9;3.8;83.0;8.4;1.8;;eor;
853;1882-05-17;;;;1;;;;;7.7;7.2;988.1;5.3;81.0;8.7;1.7;;eor;
853;1882-05-18;;;;1;;;;;7.3;6.5;986.3;7.2;66.0;10.5;2.8;;eor;
853;1882-05-19;;;;1;;;;;6.7;7.5;983.4;6.6;78.0;10.1;4.4;;eor;
853;1882-05-20;;;;1;;;;;5.7;6.8;979.2;7.5;68.0;12.0;0.4;;eor;
853;1882-05-21;;;;1;;;;;4.0;7.7;980.6;10.8;62.0;17.0;2.0;;eor;
853;1882-05-22;;;;1;;;;;0.7;8.9;978.7;12.9;64.0;19.1;3.0;;eor;
853;1882-05-23;;;;1;;;;;3.7;12.0;971.1;17.2;64.0;23.1;7.2;;eor;
853;1882-05-24;;;;1;;;;;7.7;12.3;970.7;14.2;78.0;16.9;11.2;;eor;
853;1882-05-25;;;;1;;;;;4.0;11.7;973.7;15.9;68.0;20.5;11.4;;eor;
853;1882-05-26;;;;1;;;;;7.0;13.3;981.4;14.0;84.0;16.8;13.0;;eor;
853;1882-05-27;;;;1;;;;;2.3;12.4;986.1;15.9;71.0;20.7;11.5;;eor;
853;1882-05-28;;;;1;;;;;1.3;12.0;988.6;17.5;62.0;22.8;8.5;;eor;
853;1882-05-29;;;;1;;;;;4.0;14.4;987.3;19.1;67.0;25.6;13.5;;eor;
853;1882-05-30;;;;1;;;;;7.3;16.1;984.4;17.7;82.0;22.0;14.5;;eor;
853;1882-05-31;;;;1;;;;;5.7;11.9;982.5;12.5;82.0;15.0;11.2;;eor;
853;1882-06-01;;;;1;;;;;2.3;8.7;985.1;10.8;71.0;15.5;5.4;;eor;
853;1882-06-02;;;;1;;;;;1.7;8.7;987.9;11.3;67.0;16.3;4.7;;eor;
853;1882-06-03;;;;1;;;;;2.7;8.9;983.3;15.6;52.0;19.8;6.8;;eor;
853;1882-06-04;;;;1;;;;;6.7;13.1;974.6;17.7;64.0;20.9;14.3;;eor;
853;1882-06-05;;;;1;;;;;7.7;13.9;977.1;13.9;87.0;16.9;12.9;;eor;
853;1882-06-06;;;;1;;;;;1.0;12.0;979.7;16.2;68.0;20.9;9.5;;eor;
853;1882-06-07;;;;1;;;;;5.7;14.3;971.7;17.6;73.0;24.9;10.5;;eor;
853;1882-06-08;;;;1;;;;;7.3;12.1;974.1;12.3;85.0;15.2;10.5;;eor;
853;1882-06-09;;;;1;;;;;8.0;11.7;969.0;12.0;84.0;17.2;8.5;;eor;
853;1882-06-10;;;;1;;;;;4.3;10.1;964.5;12.9;71.0;16.2;9.9;;eor;
853;1882-06-11;;;;1;;;;;7.3;10.8;969.1;11.5;80.0;15.0;9.2;;eor;
853;1882-06-12;;;;1;;;;;3.7;8.9;974.5;10.2;73.0;14.0;6.7;;eor;
853;1882-06-13;;;;1;;;;;7.7;8.9;971.6;9.6;77.0;13.2;7.5;;eor;
853;1882-06-14;;;;1;;;;;6.7;9.3;972.7;9.6;80.0;12.1;5.6;;eor;
853;1882-06-15;;;;1;;;;;4.7;10.1;969.1;12.0;70.0;14.8;7.4;;eor;
853;1882-06-16;;;;1;;;;;6.3;8.3;976.6;9.8;70.0;13.1;7.4;;eor;
853;1882-06-17;;;;1;;;;;6.0;8.9;983.4;8.0;85.0;11.2;6.0;;eor;
853;1882-06-18;;;;1;;;;;1.7;9.2;977.6;13.3;62.0;18.7;3.5;;eor;
853;1882-06-19;;;;1;;;;;7.7;11.2;974.5;12.2;79.0;15.8;9.4;;eor;
853;1882-06-20;;;;1;;;;;5.0;10.9;979.2;12.6;76.0;16.6;8.4;;eor;
853;1882-06-21;;;;1;;;;;3.3;10.3;980.8;12.2;75.0;17.6;8.1;;eor;
853;1882-06-22;;;;1;;;;;5.0;11.7;979.0;14.1;76.0;19.8;7.9;;eor;
853;1882-06-23;;;;1;;;;;1.7;12.1;981.0;18.0;62.0;23.5;10.4;;eor;
853;1882-06-24;;;;1;;;;;0.3;13.3;983.6;19.7;61.0;25.5;12.1;;eor;
853;1882-06-25;;;;1;;;;;0.0;10.5;984.8;18.6;52.0;22.9;14.2;;eor;
853;1882-06-26;;;;1;;;;;3.3;11.6;981.3;18.6;56.0;22.9;10.4;;eor;
853;1882-06-27;;;;1;;;;;6.3;12.0;981.7;14.9;72.0;18.0;11.9;;eor;
853;1882-06-28;;;;1;;;;;8.0;12.4;980.9;13.3;82.0;15.1;9.5;;eor;
853;1882-06-29;;;;1;;;;;7.0;12.9;981.9;15.7;75.0;20.8;11.7;;eor;
853;1882-06-30;;;;1;0.0;0.0;;;3.3;12.8;978.9;16.0;74.0;20.9;12.5;;eor;
853;1882-07-01;;;;1;0.0;0.0;;;6.0;13.3;977.3;16.4;73.0;20.1;10.2;;eor;
853;1882-07-02;;;;1;0.0;0.0;;;7.0;11.9;979.3;13.9;76.0;17.9;11.6;;eor;
853;1882-07-03;;;;1;0.0;0.0;;;3.7;10.5;981.5;14.1;70.0;19.8;8.2;;eor;
853;1882-07-04;;;;1;0.0;0.0;;;5.3;13.2;977.6;18.1;65.0;22.8;10.3;;eor;
853;1882-07-05;;;;1;14.7;1.0;;;4.3;12.5;971.0;20.7;55.0;26.0;12.4;;eor;
853;1882-07-06;;;;1;0.5;1.0;;;6.7;12.9;971.1;14.3;80.0;19.4;12.9;;eor;
853;1882-07-07;;;;1;7.6;1.0;;;8.0;13.6;970.1;17.2;72.0;22.1;12.7;;eor;
853;1882-07-08;;;;1;5.7;1.0;;;8.0;15.9;970.6;15.8;89.0;19.1;13.4;;eor;
853;1882-07-09;;;;1;10.7;1.0;;;8.0;14.5;969.0;15.6;83.0;19.6;13.0;;eor;
853;1882-07-10;;;;1;0.4;1.0;;;5.0;12.8;973.9;14.1;81.0;18.0;11.8;;eor;
853;1882-07-11;;;;1;1.8;1.0;;;5.3;11.9;973.9;15.4;71.0;19.6;8.6;;eor;
853;1882-07-12;;;;1;2.4;1.0;;;6.0;13.2;967.9;15.6;75.0;19.9;12.7;;eor;
853;1882-07-13;;;;1;0.0;0.0;;;5.3;11.3;977.9;14.0;75.0;18.2;11.6;;eor;
853;1882-07-14;;;;1;0.0;0.0;;;5.0;12.0;977.4;16.9;64.0;22.6;11.3;;eor;
853;1882-07-15;;;;1;0.0;0.0;;;0.3;13.7;973.5;21.3;57.0;26.9;12.7;;eor;
853;1882-07-16;;;;1;0.0;0.0;;;1.0;16.0;970.4;22.7;61.0;27.6;16.4;;eor;
853;1882-07-17;;;;1;2.0;1.0;;;8.0;16.1;975.5;17.4;82.0;20.1;15.4;;eor;
853;1882-07-18;;;;1;0.0;0.0;;;3.7;13.5;982.5;17.9;69.0;23.9;13.5;;eor;
853;1882-07-19;;;;1;0.0;0.0;;;0.3;13.3;987.1;18.8;65.0;24.6;11.2;;eor;
853;1882-07-20;;;;1;0.0;0.0;;;1.3;15.3;984.5;21.8;61.0;27.4;14.6;;eor;
853;1882-07-21;;;;1;3.1;1.0;;;4.0;16.9;980.3;18.8;79.0;23.8;15.5;;eor;
853;1882-07-22;;;;1;0.0;0.0;;;5.3;16.3;977.6;17.7;82.0;22.1;15.1;;eor;
853;1882-07-23;;;;1;0.0;0.0;;;1.0;15.1;976.6;19.1;72.0;25.1;12.5;;eor;
853;1882-07-24;;;;1;1.8;1.0;;;7.3;16.1;976.3;20.2;71.0;25.8;14.8;;eor;
853;1882-07-25;;;;1;0.1;1.0;;;5.3;12.5;978.7;17.5;65.0;20.9;12.0;;eor;
853;1882-07-26;;;;1;3.2;1.0;;;7.3;14.8;976.5;16.0;82.0;23.8;13.8;;eor;
853;1882-07-27;;;;1;15.3;1.0;;;8.0;14.1;984.8;13.5;93.0;16.4;12.7;;eor;
853;1882-07-28;;;;1;18.3;1.0;;;7.7;13.7;986.8;14.1;87.0;17.8;11.6;;eor;
853;1882-07-29;;;;1;27.4;1.0;;;8.0;14.4;977.1;13.2;96.0;14.0;11.6;;eor;
853;1882-07-30;;;;1;10.4;1.0;;;8.0;13.5;973.9;12.8;93.0;14.1;11.5;;eor;
853;1882-07-31;;;;1;3.4;8.0;;;6.0;12.3;981.3;13.5;81.0;17.9;10.2;;eor;
853;1882-08-01;;;;1;9.6;1.0;;;8.0;12.1;983.1;12.0;87.0;13.2;8.5;;eor;
853;1882-08-02;;;;1;19.4;1.0;;;7.3;16.5;978.0;16.0;92.0;19.0;11.0;;eor;
853;1882-08-03;;;;1;0.2;1.0;;;6.3;13.2;977.6;13.8;85.0;18.6;11.9;;eor;
853;1882-08-04;;;;1;1.8;1.0;;;7.0;9.3;978.5;11.6;69.0;15.8;9.5;;eor;
853;1882-08-05;;;;1;6.5;1.0;;;8.0;9.9;975.5;10.4;79.0;12.3;8.4;;eor;
853;1882-08-06;;;;1;5.4;1.0;;;8.0;11.3;975.8;11.7;83.0;14.7;8.8;;eor;
853;1882-08-07;;;;1;7.7;1.0;;;8.0;11.6;976.7;12.8;80.0;16.5;9.5;;eor;
853;1882-08-08;;;;1;0.5;1.0;;;8.0;12.7;978.4;13.6;82.0;16.6;9.6;;eor;
853;1882-08-09;;;;1;1.1;1.0;;;8.0;14.5;981.5;14.5;89.0;17.0;10.6;;eor;
853;1882-08-10;;;;1;0.2;1.0;;;7.3;15.9;983.1;16.3;87.0;19.2;12.2;;eor;
853;1882-08-11;;;;1;0.0;0.0;;;5.3;12.7;984.6;14.0;81.0;18.0;10.9;;eor;
853;1882-08-12;;;;1;0.0;0.0;;;0.7;12.5;983.0;15.0;76.0;22.7;7.0;;eor;
853;1882-08-13;;;;1;0.0;0.0;;;0.7;14.9;981.4;19.7;67.0;25.0;12.9;;eor;
853;1882-08-14;;;;1;0.0;1.0;;;3.7;16.3;980.2;20.1;71.0;25.4;15.5;;eor;
853;1882-08-15;;;;1;38.8;8.0;;;7.3;16.9;975.3;16.0;94.0;24.0;15.2;;eor;
853;1882-08-16;;;;1;0.0;0.0;;;5.7;11.6;973.7;15.5;68.0;18.8;12.2;;eor;
853;1882-08-17;;;;1;4.6;1.0;;;5.7;11.5;974.9;12.0;83.0;18.0;10.4;;eor;
853;1882-08-18;;;;1;10.2;1.0;;;8.0;12.8;979.1;12.9;87.0;16.2;10.3;;eor;
853;1882-08-19;;;;1;0.3;1.0;;;7.0;14.7;980.3;15.1;87.0;17.5;10.5;;eor;
853;1882-08-20;;;;1;0.3;1.0;;;3.7;13.7;977.2;15.2;80.0;19.9;11.4;;eor;
853;1882-08-21;;;;1;5.4;1.0;;;5.3;11.9;972.6;14.4;75.0;19.6;9.5;;eor;
853;1882-08-22;;;;1;0.1;1.0;;;8.0;10.3;969.2;12.1;74.0;14.8;9.8;;eor;
853;1882-08-23;;;;1;5.6;1.0;;;7.3;12.1;968.0;15.3;72.0;21.4;10.8;;eor;
853;1882-08-24;;;;1;0.0;0.0;;;5.7;9.9;973.7;13.3;67.0;18.0;10.4;;eor;
853;1882-08-25;;;;1;0.2;1.0;;;6.7;9.9;974.4;13.6;66.0;18.5;9.4;;eor;
853;1882-08-26;;;;1;0.7;1.0;;;7.0;11.6;968.9;14.2;72.0;18.8;10.5;;eor;
853;1882-08-27;;;;1;1.4;1.0;;;3.3;11.3;971.1;12.3;80.0;16.9;10.1;;eor;
853;1882-08-28;;;;1;3.0;1.0;;;5.3;11.1;972.4;12.6;77.0;16.0;9.4;;eor;
853;1882-08-29;;;;1;8.3;1.0;;;6.0;12.9;968.1;13.7;82.0;17.1;10.1;;eor;
853;1882-08-30;;;;1;4.7;1.0;;;6.3;11.3;971.9;12.4;80.0;15.3;10.5;;eor;
853;1882-08-31;;;;1;1.2;1.0;;;5.3;10.8;978.5;11.1;82.0;14.6;9.4;;eor;
853;1882-09-01;;;;1;0.0;0.0;;;3.3;9.9;980.4;11.9;74.0;17.7;7.1;;eor;
853;1882-09-02;;;;1;0.0;0.0;;;1.0;12.4;977.7;16.6;67.0;22.3;7.5;;eor;
853;1882-09-03;;;;1;1.3;1.0;;;2.7;16.0;979.2;19.1;74.0;24.3;14.4;;eor;
853;1882-09-04;;;;1;1.4;1.0;;;7.0;16.3;981.8;18.0;80.0;22.3;15.4;;eor;
853;1882-09-05;;;;1;16.5;1.0;;;8.0;14.4;985.2;15.4;84.0;17.0;14.3;;eor;
853;1882-09-06;;;;1;7.6;1.0;;;8.0;13.9;982.8;12.9;94.0;14.9;12.2;;eor;
853;1882-09-07;;;;1;0.0;0.0;;;8.0;13.1;986.0;12.4;92.0;13.7;11.3;;eor;
853;1882-09-08;;;;1;0.0;0.0;;;2.7;10.8;987.9;11.7;81.0;15.3;9.6;;eor;
853;1882-09-09;;;;1;0.0;0.0;;;2.3;9.7;989.3;10.2;80.0;15.9;4.9;;eor;
853;1882-09-10;;;;1;0.0;0.0;;;1.0;9.9;981.0;11.9;72.0;18.8;4.7;;eor;
853;1882-09-11;;;;1;0.0;0.0;;;3.3;12.3;971.4;14.7;75.0;19.2;5.0;;eor;
853;1882-09-12;;;;1;0.0;0.0;;;7.3;16.1;966.9;17.8;81.0;22.1;11.4;;eor;
853;1882-09-13;;;;1;17.4;1.0;;;6.0;;964.4;15.9;81.0;20.5;11.6;;eor;
853;1882-09-14;;;;1;0.0;0.0;;;6.0;;969.3;10.5;86.0;12.5;9.0;;eor;
853;1882-09-15;;;;1;0.0;0.0;;;2.3;;969.8;13.7;72.0;19.0;6.5;;eor;
853;1882-09-16;;;;1;0.0;0.0;;;2.3;;971.8;18.0;73.0;21.7;12.2;;eor;
853;1882-09-17;;;;1;0.0;0.0;;;5.3;;975.5;18.1;72.0;22.6;12.4;;eor;
853;1882-09-18;;;;1;0.0;0.0;;;5.3;;973.3;15.5;74.0;18.1;13.5;;eor;
853;1882-09-19;;;;1;0.3;1.0;;;5.7;;974.1;13.4;78.0;17.0;10.1;;eor;
853;1882-09-20;;;;1;0.0;0.0;;;6.0;;971.5;12.3;89.0;16.0;9.0;;eor;
853;1882-09-21;;;;1;49.3;1.0;;;8.0;;963.1;11.6;93.0;14.1;8.7;;eor;
853;1882-09-22;;;;1;34.2;1.0;;;8.0;;962.0;10.4;94.0;11.8;9.5;;eor;
853;1882-09-23;;;;1;6.9;1.0;;;8.0;;970.7;10.4;95.0;11.1;8.8;;eor;
853;1882-09-24;;;;1;3.9;1.0;;;8.0;;980.8;11.1;96.0;12.7;8.5;;eor;
853;1882-09-25;;;;1;0.0;0.0;;;4.7;;979.5;11.1;81.0;16.1;8.2;;eor;
853;1882-09-26;;;;1;0.0;0.0;;;5.3;;969.4;13.0;78.0;15.5;7.9;;eor;
853;1882-09-27;;;;1;4.5;1.0;;;5.7;;966.9;11.2;90.0;16.1;9.5;;eor;
853;1882-09-28;;;;1;0.0;1.0;;;3.7;;972.1;9.5;78.0;12.7;7.3;;eor;
853;1882-09-29;;;;1;8.9;1.0;;;5.7;;968.4;9.9;85.0;12.8;4.5;;eor;
853;1882-09-30;;;;1;0.3;1.0;;;5.7;;974.4;9.6;76.0;13.0;4.7;;eor;
853;1882-10-01;;;;1;0.0;0.0;;;7.3;11.2;982.2;11.3;84.0;15.6;5.3;;eor;
853;1882-10-02;;;;1;7.8;1.0;;;7.7;12.9;982.9;14.3;81.0;17.5;6.2;;eor;
853;1882-10-03;;;;1;33.1;1.0;;;8.0;13.2;983.2;12.0;95.0;14.7;10.1;;eor;
853;1882-10-04;;;;1;0.0;0.0;;;8.0;10.9;988.4;10.0;89.0;11.3;8.7;;eor;
853;1882-10-05;;;;1;0.0;0.0;;;5.3;9.3;990.0;10.2;77.0;13.5;7.6;;eor;
853;1882-10-06;;;;1;0.0;0.0;;;2.0;9.2;986.6;11.3;70.0;14.7;6.5;;eor;
