## Site Characteristics
Country     = 'Germany'
Station     = 'Chemnitz, Sachsen'
Description = 'Weather Data from the DWD Station 853 in Chemnitz'
Source      = 'DWD'
Contact     = 'No Contact'
Longitude = 12.8720; Latitude = 50.7913; Elevation = 4; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20180302,7847,-11.5,-2.4,0.23,3.9,0,NaN
20180303,4844,-8.6,-1.2,0.26,2.9,0,NaN
20180304,8183,-5.4,7.4,0.36,2.9,0,NaN
20180305,6622,-1.1,7.8,0.47,3,0,NaN
20180306,2625,-2,1.7,0.51,2,8.3,NaN
20180307,4620,-1.4,6.1,0.61,5.3,0,NaN
20180308,7392,2,7.4,0.59,8,0.5,NaN
20180309,9247,0.5,6.5,0.6,6.1,0.2,NaN
20180310,5635,4.4,14.8,0.86,4.3,0.7,NaN
20180311,8624,6.7,17.8,0.94,3.2,0.2,NaN
20180312,1176,6,8.6,0.94,5.3,21.8,NaN
20180313,4739,1.7,9.6,0.79,8.3,2.8,NaN
20180314,2513,0.7,3.7,0.62,3.8,0.2,NaN
20180315,8113,-0.4,8.1,0.58,3.9,0.4,NaN
20180316,1526,-3.5,5.1,0.6,3.8,4.6,NaN
20180317,3227,-7,-3.4,0.31,7.2,0,NaN
20180318,9079,-8.8,-4.5,0.22,7.2,0,NaN
20180319,12159,-10.4,-2.1,0.23,3.5,0,NaN
20180320,5712,-9.1,-1.8,0.36,4.3,0.9,NaN
20180321,12096,-6.2,1.3,0.36,2.8,0,NaN
20180322,3780,-2.3,0.9,0.46,6.9,1.4,NaN
20180323,3990,0.3,4.3,0.59,2.8,0,NaN
20180324,13055,0.3,8.3,0.52,2.2,0,NaN
20180325,12754,-0.8,10,0.53,2,0,NaN
20180326,3402,1.4,6.3,0.62,2.8,0,NaN
20180327,9380,-0.1,7.2,0.55,2.3,0,NaN
20180328,2800,3.4,7.6,0.77,3.9,5.6,NaN
20180329,5733,0.5,7.2,0.6,6.8,0,NaN
20180330,11172,0.2,12,0.59,3.4,0.1,NaN
20180331,2100,0.4,7,0.76,3.7,0,NaN
20180401,4494,-0.3,5.1,0.58,6.4,0,NaN
20180402,10402,-0.9,10.8,0.56,4.1,1,NaN
20180403,12418,8.1,20,0.8,5.4,0,NaN
20180404,10605,8.3,21.1,0.86,4.6,0.5,NaN
20180405,7399,2.5,14.3,0.78,8.3,1.7,NaN
20180406,15603,-1.3,12.7,0.43,2.5,0,NaN
20180407,15505,4.6,19.4,0.57,3.3,0,NaN
20180408,15288,6.2,14.5,0.82,3.7,0,NaN
20180409,12691,5.4,20.8,0.85,2.6,0,NaN
20180410,14434,10.5,21.1,0.87,3.8,0,NaN
20180411,9268,8.1,17,1.04,2.1,0.1,NaN
20180412,11655,10.4,22.6,1.03,3.3,0.9,NaN
20180413,5880,8.1,17.4,1.06,5.1,14,NaN
20180414,13237,8.1,18.3,0.94,5.7,0,NaN
20180415,13118,8.5,20.8,0.99,2.3,4.5,NaN
20180416,1512,8.4,13.4,1.24,2.6,12.2,NaN
20180417,11963,8.4,16.7,1.12,2.3,0,NaN
20180418,16786,8.8,22,0.96,2,0,NaN
20180419,16513,9.8,22.7,1.06,2.6,0,NaN
20180420,16394,12.8,26.9,1.14,2.1,0,NaN
20180421,15960,13.3,21.3,1.2,3,0,NaN
20180422,15827,10.1,24.3,1.16,2,0.4,NaN
20180423,7189,11.7,19.6,1.33,3.9,5.1,NaN
20180424,12068,8.9,16.8,1.09,5.3,0,NaN
20180425,10080,8,18.2,1.07,7.4,11.6,NaN
20180426,13223,5.1,12.7,0.83,5.8,0.1,NaN
20180427,15967,3.5,16.9,0.7,2.3,0,NaN
20180428,14315,10.1,18.9,1.01,4.2,0,NaN
20180429,16303,7.8,23.6,1.27,2.9,0,NaN
20180430,15659,9.7,18.5,0.99,6,0,NaN
20180501,13678,5.3,14.6,0.78,6.1,0,NaN
20180502,10108,5.1,16.6,0.9,2.9,0.7,NaN
20180503,8456,8.5,16.5,1.03,3.3,0,NaN
20180504,15750,8.4,15.6,0.74,4.7,0,NaN
20180505,18648,5.1,17.4,0.82,4,0,NaN
20180506,19278,6.6,18.7,0.81,3.7,0,NaN
20180507,19607,6.9,21.8,0.92,3.2,0,NaN
20180508,19152,10.6,23.7,0.97,3.2,0,NaN
20180509,14476,10.5,23.6,1.21,2.5,0,NaN
20180510,12691,11.8,23,1.33,2.6,1,NaN
20180511,11284,9.9,17.7,1.21,2.6,0,NaN
20180512,11032,10.6,23.1,1.37,3.1,0,NaN
20180513,18627,14.3,25.2,1.1,3.3,0,NaN
20180514,19460,11.6,22.9,0.96,4.6,0,NaN
20180515,11361,7.9,17.9,1.07,2.9,3.1,NaN
20180516,4340,9,16,1.25,2.9,5.5,NaN
20180517,4529,8,13.8,1.17,3.7,0.4,NaN
20180518,9226,7.5,14,0.99,2.8,0,NaN
20180519,14987,7.5,16,1.1,2.6,0,NaN
20180520,20776,8.9,20.4,0.94,3.5,0,NaN
20180521,20699,9.8,22.1,0.9,3.2,0,NaN
20180522,17374,12.2,23.6,0.98,2.3,0,NaN
20180523,8190,11.2,22.2,1.44,2.5,18.9,NaN
20180524,0,14.2,21.3,1.55,2.4,0.3,NaN
20180525,15799,13.2,24,1.35,2,0,NaN
20180526,18417,12.7,24.5,1.32,2,0,NaN
20180527,10416,13.8,26.5,1.49,2.5,1.2,NaN
20180528,17927,17,28.2,1.55,2.5,0,NaN
20180529,17220,18.6,28.4,1.67,3.2,0.1,NaN
20180530,14805,16.5,25.4,1.72,2,0,NaN
20180531,17136,15.9,29.1,1.74,1.8,5.5,NaN
20180601,14980,15.8,25.9,1.73,3.5,0,NaN
20180602,9758,14.1,21.2,1.59,4.1,0,NaN
20180603,13783,14.9,23,1.58,2.3,0,NaN
20180604,18662,13.8,24.7,1.51,2.2,0,NaN
20180605,8897,13,19.5,1.51,2.2,0,NaN
20180606,18487,11.8,25.2,1.42,3.4,0,NaN
20180607,19411,15.2,27.1,1.26,2.3,0,NaN
20180608,0,15.4,28.4,1.43,2.3,0,NaN
20180609,10241,16,27.2,1.81,2.1,6.2,NaN
20180610,11452,15.9,25.7,1.81,2.6,8.3,NaN
20180611,11158,13.7,21.9,1.73,2.7,11.7,NaN
20180612,10094,13.4,18.3,1.36,2.5,0,NaN
20180613,5824,11.1,14.3,1.14,3.6,0,NaN
20180614,14672,10.9,19,1.1,2.5,0,NaN
20180615,15099,10.2,21.4,1.25,2.4,0,NaN
20180616,12880,14.3,24.8,1.33,1.3,0,NaN
20180617,11641,13.4,24.3,1.49,2.5,11,NaN
20180618,14588,12.2,21.1,1.32,2.2,0,NaN
20180619,10640,13.1,23.7,1.47,3.7,0,NaN
20180620,19173,15.7,28.3,1.61,2.1,0,NaN
20180621,13846,7.4,27.6,1.32,5.5,0.6,NaN
20180622,8897,6.7,13.6,0.95,5.8,6.8,NaN
20180623,5320,7.6,11.7,1.08,5.9,2.3,NaN
20180624,7763,9.2,14.2,1.13,3.6,3.1,NaN
20180625,12803,10.1,19.1,1.22,2.8,1.2,NaN
20180626,14511,12.5,20.7,1.29,2.7,0,NaN
20180627,16163,10,21.5,1.16,3.6,0,NaN
20180628,8407,11.9,23.3,1.4,3,0.9,NaN
20180629,20580,14.8,27.4,1.34,3.2,0,NaN
20180630,22274,11.4,20.4,0.94,4.7,0,NaN
20180701,21196,8.6,19.4,0.77,3.1,0,NaN
20180702,22323,6.4,21.5,0.77,2.5,0,NaN
20180703,22120,8.8,25.1,0.78,2.2,0,NaN
20180704,20244,13.7,29.9,0.87,2.5,0,NaN
20180705,16009,16.6,29.9,1.35,4,2.4,NaN
20180706,9506,13.7,21.5,1.43,3.1,0,NaN
20180707,21868,9.3,24.2,0.82,3.9,0,NaN
20180708,15785,10.8,23.2,1.23,3,0,NaN
20180709,17339,13.9,24.6,1.22,3.3,5.6,NaN
20180710,5082,9.8,16.4,1.31,2.3,3.2,NaN
20180711,11284,9.6,19.4,1.22,2.4,0,NaN
20180712,6083,9.7,20.2,1.44,4.4,4.9,NaN
20180713,16940,12.7,26.1,1.39,3.6,0.2,NaN
20180714,19887,12.7,25.1,1.31,2.6,0,NaN
20180715,19880,12.4,26.3,1.34,2.6,0,NaN
20180716,12453,15.1,26.2,1.32,2,0.1,NaN
20180717,18319,13.7,28.6,1.2,4.4,0,NaN
20180718,16058,15.4,26.7,1.28,4.2,0,NaN
20180719,18508,11.4,25.4,1.26,2.8,0,NaN
20180720,18823,14.1,27.5,1.2,2.2,0,NaN
20180721,9387,16.3,26.8,1.42,3.2,0,NaN
20180722,12544,16.4,25.3,1.59,3.2,0,NaN
20180723,17871,16.2,27.5,1.44,2.7,0,NaN
20180724,19579,15.4,29.4,1.36,2.2,0,NaN
20180725,16590,18.1,30.3,1.48,3,0,NaN
20180726,19313,16.8,30.5,1.4,2.8,0,NaN
20180727,13594,17.7,28.5,1.66,2.5,1.5,NaN
20180728,13020,18,30.7,1.71,3,5,NaN
20180729,17353,16.3,29,1.54,2.5,0,NaN
20180730,17528,22.2,33.6,1.51,1.9,0,NaN
20180731,15127,23,34.3,1.53,2,0,NaN
20180801,18417,20.7,32.5,1.7,3.1,0,NaN
20180802,16660,18.8,30.9,1.77,3.4,0,NaN
20180803,14595,18.2,31.5,1.87,2.3,0,NaN
20180804,13762,19.9,32.6,1.78,2.3,0.4,NaN
20180805,12460,15.6,24.9,1.62,3.4,0,NaN
20180806,19040,12.7,29.5,1.06,2.3,0,NaN
20180807,17647,21.3,34.1,1.08,2.6,0,NaN
20180808,12866,18.2,34.3,1.65,3.3,21.6,NaN
20180809,15841,18.5,32.4,1.68,3.1,0.3,NaN
20180810,9380,14.6,23.7,1.22,4.5,0.1,NaN
20180811,11634,13.6,23.6,1.01,4.9,0,NaN
20180812,16989,11.3,27.6,0.85,2.6,0,NaN
20180813,14686,17.9,31.7,1.23,4.3,0.5,NaN
20180814,10325,15.3,23,1.46,5.5,0,NaN
20180815,11760,13.7,23.4,1.32,2.8,0,NaN
20180816,16569,14.1,29.1,1.24,1.7,0,NaN
20180817,15512,17.1,30.8,1.33,3.3,5.6,NaN
20180818,9436,16.4,24.2,1.76,1.6,0,NaN
20180819,15323,15.4,29.2,1.62,1.9,0,NaN
20180820,14889,17.2,26.1,1.47,3.5,0,NaN
20180821,8169,16.4,22.1,1.62,2.1,1.7,NaN
20180822,15302,14.8,28.6,1.37,2.2,0,NaN
20180823,13083,18.7,33,1.4,3,0.7,NaN
20180824,8680,13.4,24.3,1.52,4.3,1.8,NaN
20180825,6762,9.5,17.3,1.17,4.9,0.1,NaN
20180826,12453,7.6,18.3,0.84,3.1,0,NaN
20180827,10101,10.5,24.4,0.93,6.1,0,NaN
20180828,10626,13.9,21.2,1.19,2.6,0,NaN
20180829,14798,14.8,26.6,1.15,2.8,1.8,NaN
20180830,2793,12.5,20.9,1.52,5.2,6.6,NaN
20180831,9450,11.2,16.8,1.14,2.1,0,NaN
20180901,4375,9.7,15.8,1.13,2.8,3.2,NaN
20180902,1505,11.8,14.5,1.5,3.6,2.2,NaN
20180903,3591,13.7,19.7,1.7,1.5,1.4,NaN
20180904,11431,14,23.5,1.61,2.4,0,NaN
20180905,13279,12.8,24.3,1.37,2.1,0,NaN
20180906,10927,14.6,25.6,1.3,1.8,1.5,NaN
20180907,5761,12.9,20.9,1.52,2.9,2.7,NaN
20180908,13139,11.2,20.5,1.13,2.7,0,NaN
20180909,10465,12.8,21.9,0.99,2.8,0,NaN
20180910,11333,13,25.2,1.09,3.1,0,NaN
20180911,10927,14.7,25.6,1.15,4.7,0,NaN
20180912,13636,14.1,28.5,1.14,5,0,NaN
20180913,4046,12.5,16.5,1.42,2.8,0.4,NaN
20180914,4032,12,16.5,1.4,1.9,0.3,NaN
20180915,9737,11.3,19.6,1.03,3.8,0,NaN
20180916,12523,9.6,22.8,0.94,2,0,NaN
20180917,11718,12.3,26,1.08,2.3,0,NaN
20180918,12145,16.5,28.5,1.27,3.1,0,NaN
20180919,9184,16.5,28,1.38,3.6,0.1,NaN
20180920,10129,17.7,28.7,1.45,4.5,0,NaN
20180921,7966,9.7,28,1.3,7.2,0.8,NaN
20180922,7469,8.7,15.8,0.84,7,0.3,NaN
20180923,2296,6.3,18.4,1.14,4.8,18.4,NaN
20180924,6706,4.9,10.9,0.85,7.7,3,NaN
20180925,8239,2.8,10.9,0.7,3.6,0,NaN
20180926,0,2.9,15.3,0.63,3.7,0,NaN
20180927,8918,9.6,21.8,0.93,3.7,0,NaN
20180928,4627,5,14.1,0.91,3.3,0.8,NaN
20180929,9653,2.2,12.3,0.68,2,0,NaN
20180930,11235,4.8,18.2,0.6,2,0,NaN
20181001,4760,5.3,11.2,0.81,3.9,0.2,NaN
20181002,5229,4,8.6,0.79,8.2,0.6,NaN
20181003,4914,5.6,12.7,0.77,8.4,0,NaN
20181004,0,4.6,15.6,0.87,3,0,NaN
20181005,9786,8,21.4,0.91,1.9,0,NaN
20181006,7385,8.9,23.1,1.12,2.7,0,NaN
20181007,2380,8.3,15.5,1.14,3.6,0,NaN
20181008,6363,7.7,16.5,1.08,1.5,0,NaN
20181009,7518,9,20.5,1.27,1.6,0,NaN
20181010,8183,10.6,21.6,1.21,2.8,0,NaN
20181011,9121,12.7,22.2,0.98,3,0,NaN
20181012,6573,13.6,24.8,1.11,2,0,NaN
20181013,8463,13.8,23.9,1.06,2.1,0,NaN
20181014,8344,11,21.2,0.95,3,0,NaN
20181015,6580,12.1,21,0.81,2.6,0,NaN
20181016,5579,11.2,19.6,1.01,2.2,0,NaN
20181017,7308,9,19.2,1.07,2.1,0,NaN
20181018,6223,8.9,16,1.16,2.4,2.8,NaN
20181019,1519,8.7,11.2,1.2,2.2,0.3,NaN
20181020,5341,6.9,12.1,0.96,2,0,NaN
20181021,0,4.5,12.6,0.82,1.8,0,NaN
20181022,3689,3.8,13,0.85,3.7,1.5,NaN
20181023,1708,3.9,9.1,0.86,8.9,20.6,NaN
20181024,1869,6.5,10.2,1,7.7,7.3,NaN
20181025,2128,8,11.8,1.05,7.6,2.1,NaN
20181026,3332,6.9,10.9,0.9,5.2,0,NaN
20181027,2030,3.9,7.5,0.72,4.5,0,NaN
20181028,938,1.2,3.9,0.67,4.9,8.5,NaN
20181029,1428,1.7,9.7,0.76,4.3,0,NaN
20181030,5334,5.6,17.2,0.92,7.5,0,NaN
20181031,6111,3.6,15.5,0.67,4.5,0,NaN
20181101,2380,5.9,12.8,0.84,3.1,0,NaN
20181102,3346,7.2,11.3,0.89,3.5,0,NaN
20181103,2275,5.9,8.8,0.94,2.3,0,NaN
20181104,2009,7.1,12.6,1.06,1.7,0,NaN
20181105,3465,7.9,14.3,1.07,3.1,0,NaN
20181106,5383,10.2,15.7,1.07,3.1,0,NaN
20181107,4662,6.7,15,1.07,1.9,0,NaN
20181108,2856,7.1,12.8,1.04,3,0,NaN
20181109,1757,5.8,11,0.98,1.9,0,NaN
20181110,4837,5.5,13.4,0.87,2.6,0.2,NaN
20181111,2835,4.5,13.3,0.94,3.7,0.1,NaN
20181112,4123,10.3,19.7,0.96,3.6,0,NaN
20181113,1169,7,13.4,1.03,5.1,1.9,NaN
20181114,4410,3.3,10,0.8,3,0,NaN
20181115,3878,1.3,11.9,0.68,2.3,0,NaN
20181116,4634,0,8.3,0.6,2.3,0,NaN
20181117,4578,-2.3,7,0.53,2.8,0,NaN
20181118,3962,-5.8,0.8,0.41,2.3,1.8,NaN
20181119,1631,-2.2,1.4,0.53,4.3,0.1,NaN
20181120,749,-1.3,1.8,0.52,4.5,0.4,NaN
20181121,1141,-0.2,1.3,0.59,3.3,0,NaN
20181122,819,0.2,2.6,0.63,2.1,0.1,NaN
20181123,3752,0.8,7.6,0.61,1.8,0,NaN
20181124,1169,0.7,6.1,0.71,2.9,0.3,NaN
20181125,2366,0.3,7.6,0.69,2.4,0,NaN
20181126,329,0,3.7,0.67,4.7,0.2,NaN
20181127,938,-4.7,0,0.45,2.9,0,NaN
20181128,3626,-5.9,1,0.37,2.4,0,NaN
20181129,3395,-1,4.5,0.3,4.3,0,NaN
20181130,490,-2.1,2.4,0.5,3.1,8.6,NaN
20181201,1995,1.9,6.3,0.72,5.2,0,NaN
20181202,847,3.6,10.4,0.86,7.7,9.1,NaN
20181203,1974,8.2,11.9,1.09,6.9,11,NaN
20181204,1582,-0.4,9.1,0.77,5.5,1.8,NaN
20181205,3325,-0.7,5.2,0.5,2.5,0.1,NaN
20181206,805,2.9,8.8,0.72,5.5,0.3,NaN
20181207,0,8.1,10.7,1.01,9.2,3.5,NaN
20181208,1841,3.3,8.2,0.7,10.8,2.2,NaN
20181209,525,2.8,7.5,0.76,10.2,5,NaN
20181210,0,0.4,3.3,0.6,9.6,2.8,NaN
20181211,392,0,1.8,0.62,7.6,8.1,NaN
20181212,854,-1.4,0.3,0.59,3.4,3,NaN
20181213,2681,-4.5,-1.1,0.45,2.8,0,NaN
20181214,1092,-2.4,-1.2,0.4,3,0,NaN
20181215,686,-3,-2,0.43,2.1,0,NaN
20181216,1687,-3.1,-0.4,0.41,2.4,0.2,NaN
20181217,2247,-0.6,2.5,0.59,4.2,0.1,NaN
20181218,1764,0.1,5,0.62,3.8,0,NaN
20181219,1239,0.5,5.1,0.57,3.4,7,NaN
20181220,1365,1.1,5.5,0.7,4.8,0.7,NaN
20181221,511,4.1,9.9,0.81,9.5,6.9,NaN
20181222,560,4.2,9.1,0.87,7.5,9.5,NaN
20181223,1393,2.7,6.2,0.8,5.5,16.9,NaN
20181224,588,-1.4,2.8,0.59,5.1,1.2,NaN
20181225,637,-0.8,2,0.6,6.7,0.3,NaN
20181226,630,0.3,2.9,0.64,6.2,0.3,NaN
20181227,2177,2.8,6.5,0.76,4.3,0,NaN
20181228,588,-0.4,3,0.66,4.6,0.6,NaN
20181229,742,1.2,3.1,0.68,6.4,9.9,NaN
20181230,658,2.1,4.8,0.73,7.5,3,NaN
20181231,588,3,5.7,0.82,3.6,1.4,NaN
